"InteractorA","InteractorA_type","Relation","InteractorB","InteractorB_type","DB","DB_type","PMID"
"N-acetylsulfanilyl chloride","Drug","MMP9","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"N-acetylsulfanilyl chloride","Drug","MMP9","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"N-acetylsulfanilyl chloride","Drug","MMP9","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"N-acetylsulfanilyl chloride","Drug","TGFB1","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"N-acetylsulfanilyl chloride","Drug","TGFB1","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"N-acetylsulfanilyl chloride","Drug","EPHB2","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"N-acetylsulfanilyl chloride","Drug","EPHB2","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"N-acetylsulfanilyl chloride","Drug","EPHB2","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"N-acetylsulfanilyl chloride","Drug","CD44","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"N-acetylsulfanilyl chloride","Drug","CD44","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"N-acetylsulfanilyl chloride","Drug","CD44","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"N-acetylsulfanilyl chloride","Drug","CDK4","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"N-acetylsulfanilyl chloride","Drug","IL6","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"N-acetylsulfanilyl chloride","Drug","IL6","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"N-acetylsulfanilyl chloride","Drug","IL6","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"N-acetylsulfanilyl chloride","Drug","JAK2","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"N-acetylsulfanilyl chloride","Drug","JAK2","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"N-acetylsulfanilyl chloride","Drug","JAK2","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Basic Fibroblast Growth Factor","Drug","HSPG2","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Basic Fibroblast Growth Factor","Drug","EGFR","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Basic Fibroblast Growth Factor","Drug","EGFR","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Basic Fibroblast Growth Factor","Drug","FGF2","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Basic Fibroblast Growth Factor","Drug","FGF2","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Actinium","Drug","GSTM1","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Actinium","Drug","GSTM1","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Actinium","Drug","CCL20","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Actinium","Drug","CCL20","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Trastuzumab","Drug","ERBB2","SQUAMOUS CELL CARCINOMA, HEAD AND NECK","Disease","Collected from literature","Collected from literature",""
"Niclosamide","Drug","TSC1","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Cisplatin","Drug","NBN","BLADDER CANCER","Disease","Collected from literature","Collected from literature",""
"Cisplatin","Drug","CREB1","BLADDER CANCER","Disease","Collected from literature","Collected from literature",""
"Cisplatin","Drug","CREB1","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Paclitaxel","Drug","MTLN","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Paclitaxel","Drug","TP53","OVARIAN CANCER","Disease","Collected from literature","Collected from literature",""
"Paclitaxel","Drug","FBN2","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Paclitaxel","Drug","FBN2","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Paclitaxel","Drug","FBN2","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Paclitaxel","Drug","EZH2","OVARIAN CANCER","Disease","Collected from literature","Collected from literature",""
"Paclitaxel","Drug","MIR23A","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Paclitaxel","Drug","MYC","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Paclitaxel","Drug","MYC","OVARIAN CANCER","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","SOAT1","CARONTE","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","SOCS3","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","STAT1","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","MIR122","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","MIR122","LEUKEMIA, ACUTE MYELOID","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","MIR122","RETINOBLASTOMA","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","ESR1","CARONTE","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","ABCG2","CARONTE","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","FRTS1","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","PTK2","CARONTE","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","PTEN","RETINOBLASTOMA","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","SOCS1","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","DDX58","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","IFNA1","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","CD274","RETINOBLASTOMA","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","EGFR","RETINOBLASTOMA","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","MIR370","LEUKEMIA, ACUTE MYELOID","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","CYP3A4","RETINOBLASTOMA","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","HSP90AA1","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","HSP90AA1","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","HSP90AA1","RETINOBLASTOMA","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","STAT5A","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","STAT5A","CARONTE","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","STAT5A","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","STAT5A","RETINOBLASTOMA","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","SLC5A5","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","SLC5A5","LEUKEMIA, ACUTE MYELOID","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","MUC1","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","MUC1","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","TGFBR2","RETINOBLASTOMA","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","HGF","CARONTE","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","THPO","LEUKEMIA, ACUTE MYELOID","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","TNFSF10","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","TNFSF10","CHOLANGITIS, PRIMARY SCLEROSING","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","TNFSF10","LEUKEMIA, ACUTE MYELOID","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","SETD2","RETINOBLASTOMA","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","RUNX1","LEUKEMIA, ACUTE MYELOID","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","SCLC1","RETINOBLASTOMA","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","MYC","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","MYC","CARONTE","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","MYC","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","MYC","RETINOBLASTOMA","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","SOD2","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","SOD2","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","HCCS","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","HCCS","CARONTE","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","HCCS","RETINOBLASTOMA","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","LRP1","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","LRP1","LEUKEMIA, ACUTE MYELOID","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","LRP1","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interferon alfa","Drug","PDCD1","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Gefitinib","Drug","TAM","ENDOMETRIAL CANCER","Disease","Collected from literature","Collected from literature",""
"Gefitinib","Drug","TAM","OVARIAN CANCER","Disease","Collected from literature","Collected from literature",""
"Gefitinib","Drug","ASPH","ENDOMETRIAL CANCER","Disease","Collected from literature","Collected from literature",""
"Gefitinib","Drug","ASPH","BLADDER CANCER","Disease","Collected from literature","Collected from literature",""
"Gefitinib","Drug","ASPH","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Gefitinib","Drug","MTLN","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Gefitinib","Drug","FRTS1","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Gefitinib","Drug","FRTS1","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Gefitinib","Drug","EGFR","LYMPHANGIOLEIOMYOMATOSIS","Disease","Collected from literature","Collected from literature",""
"Gefitinib","Drug","EGFR","BLADDER CANCER","Disease","Collected from literature","Collected from literature",""
"Gefitinib","Drug","SCLC1","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Hepatitis B Vaccine (Recombinant)","Drug","PCNA","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Hepatitis B Vaccine (Recombinant)","Drug","FRTS1","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Hepatitis B Vaccine (Recombinant)","Drug","IL1B","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Hepatitis B Vaccine (Recombinant)","Drug","TP53","CARONTE","Disease","Collected from literature","Collected from literature",""
"Hepatitis B Vaccine (Recombinant)","Drug","CD274","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Hepatitis B Vaccine (Recombinant)","Drug","STAT5A","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Hepatitis B Vaccine (Recombinant)","Drug","STAT5A","CARONTE","Disease","Collected from literature","Collected from literature",""
"Hepatitis B Vaccine (Recombinant)","Drug","DDIT3","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Hepatitis B Vaccine (Recombinant)","Drug","PDCD1","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Hepatitis B Vaccine (Recombinant)","Drug","PDCD1","CARONTE","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","DAND5","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","HNF4A","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","HNF4A","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","HNF4A","CARONTE","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","PIK3CA","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","PIK3CA","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","PIK3CA","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","ATM","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","ATM","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","ATM","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","PPARG","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","PPARG","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","GPC3","CARONTE","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","PPARA","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","PPARA","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","PPARA","CARONTE","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","PPARA","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","SP1","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","SP1","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","SP1","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","NOTCH1","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","NOTCH1","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","NOTCH1","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","MMP9","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","MMP9","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","MMP9","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","TGFB1","CARONTE","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","FBN2","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","SMAD3","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","SMAD3","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","SMAD3","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","CD44","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","CD44","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","CD44","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","SETD2","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","SETD2","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","SETD2","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","BAX","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","BAX","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","BAX","CARONTE","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","BAX","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","SERPINB3","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","SERPINB3","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","SCLC1","CARONTE","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","MYC","CARONTE","Disease","Collected from literature","Collected from literature",""
"Insulin-like growth factor II","Drug","HCCS","CARONTE","Disease","Collected from literature","Collected from literature",""
"Glycerin","Drug","MSH2","LEIGH SYNDROME","Disease","Collected from literature","Collected from literature",""
"Insulin pork","Drug","SOCS3","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Insulin pork","Drug","SOCS3","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin pork","Drug","NR0B2","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin pork","Drug","NR0B2","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Insulin pork","Drug","PIK3CA","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin pork","Drug","PTEN","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Insulin pork","Drug","PTEN","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin pork","Drug","PPARA","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Insulin pork","Drug","PRKAA1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin pork","Drug","PRKAA1","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Insulin pork","Drug","PRKAA1","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin pork","Drug","PIK3CD","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Insulin pork","Drug","MAPK1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin pork","Drug","MAPK14","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin pork","Drug","EPHB2","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin pork","Drug","EPHB2","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Insulin pork","Drug","EPHB2","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin pork","Drug","MAPK8","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Insulin pork","Drug","MAPK8","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Oxaliplatin","Drug","BRCA1","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Oxaliplatin","Drug","BRCA1","PROSTATE CANCER","Disease","Collected from literature","Collected from literature",""
"Valproic acid","Drug","MTLN","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interferon Kappa","Drug","RUNX3","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Interferon Kappa","Drug","RUNX3","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Interferon Kappa","Drug","IL1B","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Interferon Kappa","Drug","IL1B","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Interferon Kappa","Drug","HSPG2","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Interferon Kappa","Drug","IFNG","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Interferon Kappa","Drug","HCCS","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Metformin","Drug","HULC","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Alteplase","Drug","PLAU","TUBEROUS SCLEROSIS 2","Disease","Collected from literature","Collected from literature",""
"Alteplase","Drug","PLAU","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Alteplase","Drug","SERPINE1","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Alteplase","Drug","HGF","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TNF","CARONTE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL22","BILIARY CIRRHOSIS, PRIMARY, 1","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","ABCG2","CARONTE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","VEGFA","BILIARY CIRRHOSIS, PRIMARY, 1","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","HDAC9","BILIARY CIRRHOSIS, PRIMARY, 1","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","AFP","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","AFP","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","AFP","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","CCL2","WILMS TUMOR 1","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","CCL2","BILIARY CIRRHOSIS, PRIMARY, 1","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","CCL2","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","CCL2","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","CCL2","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TLR4","BILIARY CIRRHOSIS, PRIMARY, 1","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TGFB1","CARONTE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MAPK1","CARONTE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MAPK14","CARONTE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL17A","BILIARY CIRRHOSIS, PRIMARY, 1","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","GLYAT","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","GLYAT","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","HGF","CARONTE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","STAT3","CARONTE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IFNG","BILIARY CIRRHOSIS, PRIMARY, 1","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL10","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL10","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL10","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SOD2","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SOD2","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL6","CARONTE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","PDCD1","BILIARY CIRRHOSIS, PRIMARY, 1","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","PDCD1","CARONTE","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","TWIST1","SQUAMOUS CELL CARCINOMA, HEAD AND NECK","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","TWIST1","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","FN1","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","FN1","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","DAND5","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","CCN2","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","SERPINE1","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","SERPINE1","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","E2F1","SQUAMOUS CELL CARCINOMA, HEAD AND NECK","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","CEACAM5","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","IL1B","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","IL1B","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","IL1B","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","EGR1","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","EGR1","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","IGFBP3","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","IGFBP3","SQUAMOUS CELL CARCINOMA, HEAD AND NECK","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","IGFBP3","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","IGFBP3","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","CASP3","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","CASP3","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","MAPK1","SQUAMOUS CELL CARCINOMA, HEAD AND NECK","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","TNFRSF10B","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","TNFRSF10B","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","TNFRSF10B","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","SMAD4","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","SMAD4","SQUAMOUS CELL CARCINOMA, HEAD AND NECK","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","SMAD4","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","SMAD4","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","CAV1","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","LOXL2","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","TNFSF10","HEPATOCELLULAR CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Fibronectin","Drug","TNFSF10","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
