"InteractorA","InteractorA_type","Relation","InteractorB","InteractorB_type","DB","DB_type","PMID"
"NMBR","Gene","agonist","NEUROMEDIN B (1-30) (HUMAN)","Drug","DGidb","Drug-Gene Interation",""
"HTR2A","Gene","agonist","CGS-12066","Drug","DGidb","Drug-Gene Interation",""
"MTOR","Gene","inhibitor","PWT-33579","Drug","DGidb","Drug-Gene Interation",""
"GRPR","Gene","antagonist","[(3-PH-PR6), HIS7,D-ALA11,D-PRO13,Î¨13-14),PHE14]BOMBESIN-(6-14)","Drug","DGidb","Drug-Gene Interation",""
"GABRA6","Gene","inverse agonist","RESEQUINIL","Drug","DGidb","Drug-Gene Interation",""
"CASP5","Gene","inhibitor","URACIL 20","Drug","DGidb","Drug-Gene Interation",""
"PKN1","Gene","inhibitor","SOPHORETIN","Drug","DGidb","Drug-Gene Interation",""
"DRD4","Gene","antagonist","TERGURIDE","Drug","DGidb","Drug-Gene Interation",""
"TUBA3E","Gene","inhibitor","VINBLASTINE SULFATE","Drug","DGidb","Drug-Gene Interation",""
"GABRB1","Gene","positive modulator","ZALEPLON","Drug","DGidb","Drug-Gene Interation",""
"PSMB5","Gene","inhibitor","OPROZOMIB","Drug","DGidb","Drug-Gene Interation",""
"CDK4","Gene","inhibitor","CDK2 INHIBITOR IV","Drug","DGidb","Drug-Gene Interation",""
"CHRM4","Gene","antagonist","LITHOCHOLYLCHOLINE","Drug","DGidb","Drug-Gene Interation",""
"CACNA1S","Gene","modulator","GABAPENTIN","Drug","DGidb","Drug-Gene Interation",""
"FGFR2","Gene","inhibitor","ARQ-087","Drug","DGidb","Drug-Gene Interation",""
"CYP1A2","Gene","inhibitor","5H3'FPE","Drug","DGidb","Drug-Gene Interation",""
"MAS1","Gene","agonist","TXA127","Drug","DGidb","Drug-Gene Interation",""
"ITPR1","Gene","activator","ATP","Drug","DGidb","Drug-Gene Interation",""
"GRM1","Gene","allosteric modulator","A-841720","Drug","DGidb","Drug-Gene Interation",""
"HTR2B","Gene","antagonist","L-741,626","Drug","DGidb","Drug-Gene Interation",""
"CCR2","Gene","agonist","CCL7","Drug","DGidb","Drug-Gene Interation",""
"DRD2","Gene","antagonist","AMISULPRIDE","Drug","DGidb","Drug-Gene Interation",""
"CACNA1A","Gene","modulator","PREGABALIN","Drug","DGidb","Drug-Gene Interation",""
"TXK","Gene","inhibitor","COMPOUND 38","Drug","DGidb","Drug-Gene Interation","24915291"
"RPS6KA5","Gene","inhibitor","HESPERADIN","Drug","DGidb","Drug-Gene Interation",""
"HTR1A","Gene","antagonist","(S)-FLUROCARAZOLOL","Drug","DGidb","Drug-Gene Interation",""
"GPR12","Gene","agonist","SPHINGOSYLPHOSPHORYLCHOLINE","Drug","DGidb","Drug-Gene Interation",""
"CLK4","Gene","inhibitor","COMPOUND 17","Drug","DGidb","Drug-Gene Interation","23642479"
"PIK3C2A","Gene","inhibitor","SF1126","Drug","DGidb","Drug-Gene Interation",""
"PRKAA2","Gene","inhibitor","HESPERADIN","Drug","DGidb","Drug-Gene Interation",""
"CHRNE","Gene","antagonist","CISATRACURIUM BESYLATE","Drug","DGidb","Drug-Gene Interation",""
"TRPC6","Gene","blocker","SAR7334","Drug","DGidb","Drug-Gene Interation",""
"NR3C1","Gene","agonist","DIFLORASONE DIACETATE","Drug","DGidb","Drug-Gene Interation",""
"PARP2","Gene","inhibitor","COMPOUND 5","Drug","DGidb","Drug-Gene Interation",""
"SCN8A","Gene","blocker","ROPIVACAINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"CHRNB2","Gene","agonist","ALTINICLINE","Drug","DGidb","Drug-Gene Interation",""
"MMP13","Gene","inhibitor","PRINOMASTAT","Drug","DGidb","Drug-Gene Interation",""
"SCN11A","Gene","blocker","ETIDOCAINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"CACNA1H","Gene","blocker","ETHOSUXIMIDE","Drug","DGidb","Drug-Gene Interation",""
"KCNN4","Gene","blocker","TRAM-34","Drug","DGidb","Drug-Gene Interation",""
"STK10","Gene","inhibitor","HESPERADIN","Drug","DGidb","Drug-Gene Interation",""
"ADRB3","Gene","agonist","RAFABEGRON","Drug","DGidb","Drug-Gene Interation",""
"CDC7","Gene","inhibitor","BMS-863233","Drug","DGidb","Drug-Gene Interation",""
"GSK3A","Gene","inhibitor","CHIR-99021","Drug","DGidb","Drug-Gene Interation",""
"SCN11A","Gene","blocker","TOPIRAMATE","Drug","DGidb","Drug-Gene Interation",""
"HMGCR","Gene","inhibitor","CERIVASTATIN SODIUM","Drug","DGidb","Drug-Gene Interation",""
"HTR2A","Gene","agonist","METHYLERGONOVINE","Drug","DGidb","Drug-Gene Interation",""
"CLCN2","Gene","activator","OMEPRAZOLE","Drug","DGidb","Drug-Gene Interation",""
"GPR183","Gene","agonist","27-HYDROXYCHOLESTEROL","Drug","DGidb","Drug-Gene Interation",""
"PIK3CA","Gene","inhibitor","SOPHORETIN","Drug","DGidb","Drug-Gene Interation",""
"AURKA","Gene","inhibitor","CYC116","Drug","DGidb","Drug-Gene Interation",""
"SCN9A","Gene","blocker","ORPHENADRINE (CHLORIDE)","Drug","DGidb","Drug-Gene Interation",""
"HTR2A","Gene","antagonist","BLONANSERIN","Drug","DGidb","Drug-Gene Interation",""
"CHRNA9","Gene","antagonist","[125I]Î‘-BUNGAROTOXIN","Drug","DGidb","Drug-Gene Interation",""
"GABRA6","Gene","allosteric modulator","[3H]CGS8216","Drug","DGidb","Drug-Gene Interation",""
"HTR2C","Gene","agonist","LY344864","Drug","DGidb","Drug-Gene Interation",""
"SSTR3","Gene","agonist","BOC-ATE","Drug","DGidb","Drug-Gene Interation",""
"GALR1","Gene","antagonist","M35","Drug","DGidb","Drug-Gene Interation",""
"CA4","Gene","inhibitor","CHLORTHALIDONE","Drug","DGidb","Drug-Gene Interation",""
"ACHE","Gene","inhibitor","RIVASTIGMINE TARTRATE","Drug","DGidb","Drug-Gene Interation",""
"AKT1","Gene","inhibitor","SR-13668","Drug","DGidb","Drug-Gene Interation",""
"GPR119","Gene","agonist","JNJ-38431055","Drug","DGidb","Drug-Gene Interation",""
"LCK","Gene","inhibitor","BELIZATINIB","Drug","DGidb","Drug-Gene Interation",""
"KISS1R","Gene","agonist","[125I]KISSPEPTIN-54 (HUMAN)","Drug","DGidb","Drug-Gene Interation",""
"CACNA1D","Gene","inhibitor","AZIDOPINE","Drug","DGidb","Drug-Gene Interation",""
"SSTR2","Gene","agonist","EC 5-21","Drug","DGidb","Drug-Gene Interation",""
"SLC12A3","Gene","inhibitor","BENDROFLUMETHIAZIDE","Drug","DGidb","Drug-Gene Interation",""
"CXCR4","Gene","antagonist","VIRAL MACROPHAGE INFLAMMATORY PROTEIN-II","Drug","DGidb","Drug-Gene Interation",""
"GABRD","Gene","positive modulator","METHYPRYLON","Drug","DGidb","Drug-Gene Interation",""
"GABRD","Gene","positive modulator","HALOTHANE","Drug","DGidb","Drug-Gene Interation",""
"SSTR3","Gene","antagonist","BIM 23454","Drug","DGidb","Drug-Gene Interation",""
"HTR2C","Gene","agonist","QUINPIROLE","Drug","DGidb","Drug-Gene Interation",""
"TRPM3","Gene","blocker","ISOSAKURANETIN","Drug","DGidb","Drug-Gene Interation",""
"GJA1","Gene","inhibitor","OCTANOL","Drug","DGidb","Drug-Gene Interation",""
"CCR1","Gene","antagonist","BX 471","Drug","DGidb","Drug-Gene Interation",""
"ADRB2","Gene","antagonist","LY377604","Drug","DGidb","Drug-Gene Interation",""
"HDAC11","Gene","inhibitor","ROMIDEPSIN","Drug","DGidb","Drug-Gene Interation",""
"TACR2","Gene","agonist","HEMOKININ 1","Drug","DGidb","Drug-Gene Interation",""
"PTPRD","Gene","inhibitor","7-BIA","Drug","DGidb","Drug-Gene Interation",""
"MMP1","Gene","inhibitor","DOXYCYCLINE HYDRATE","Drug","DGidb","Drug-Gene Interation",""
"CHRNB1","Gene","antagonist","METOCURINE IODIDE","Drug","DGidb","Drug-Gene Interation",""
"CA2","Gene","inhibitor","TOPIRAMATE","Drug","DGidb","Drug-Gene Interation",""
"IL17RA","Gene","antagonist","BRODALUMAB","Drug","DGidb","Drug-Gene Interation",""
"RXFP3","Gene","agonist","RELAXIN-3 B CHAIN DIMER","Drug","DGidb","Drug-Gene Interation",""
"PGR","Gene","antagonist","PF-05019702","Drug","DGidb","Drug-Gene Interation",""
"HTR1A","Gene","agonist","ELETRIPTAN","Drug","DGidb","Drug-Gene Interation",""
"ADRB2","Gene","agonist","DIPIVEFRIN HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"PTGER4","Gene","antagonist","EP4A","Drug","DGidb","Drug-Gene Interation",""
"ROCK2","Gene","inhibitor","HSD1590","Drug","DGidb","Drug-Gene Interation",""
"MAPKAPK3","Gene","inhibitor","COMPOUND 16","Drug","DGidb","Drug-Gene Interation","17480064"
"ADORA2A","Gene","antagonist","[3H]ZM 241385","Drug","DGidb","Drug-Gene Interation",""
"HTR2B","Gene","antagonist","1-NAPHTHYLPIPERAZINE","Drug","DGidb","Drug-Gene Interation",""
"GJB3","Gene","inhibitor","CA2+","Drug","DGidb","Drug-Gene Interation",""
"SMYD2","Gene","inhibitor","LLY-507","Drug","DGidb","Drug-Gene Interation",""
"HTR2C","Gene","agonist","RO 60-0175","Drug","DGidb","Drug-Gene Interation",""
"GRIA3","Gene","antagonist","DASOLAMPANEL","Drug","DGidb","Drug-Gene Interation",""
"TYRO3","Gene","inhibitor","BMS-777607","Drug","DGidb","Drug-Gene Interation",""
"EPHA7","Gene","inhibitor","COMPOUND 66","Drug","DGidb","Drug-Gene Interation","19788238"
"THRA","Gene","agonist","RT3","Drug","DGidb","Drug-Gene Interation",""
"CD6","Gene","antibody","ITOLIZUMAB","Drug","DGidb","Drug-Gene Interation",""
"GRIK5","Gene","agonist","SYM2081","Drug","DGidb","Drug-Gene Interation",""
"GSK3A","Gene","activator","VORUCICLIB","Drug","DGidb","Drug-Gene Interation",""
"SSTR2","Gene","agonist","SIFA-ASN(ACNH-Î’-GLC)-TYR3-OCTREOTATE","Drug","DGidb","Drug-Gene Interation",""
"LTB4R2","Gene","agonist","CAY10583","Drug","DGidb","Drug-Gene Interation",""
"OPRK1","Gene","agonist","FENTANYL","Drug","DGidb","Drug-Gene Interation",""
"INSR","Gene","inhibitor","CERITINIB","Drug","DGidb","Drug-Gene Interation",""
"AR","Gene","modulator","MK-0773","Drug","DGidb","Drug-Gene Interation",""
"DRD4","Gene","agonist","PERGOLIDE MESYLATE","Drug","DGidb","Drug-Gene Interation",""
"GABRG3","Gene","positive modulator","METHOHEXITAL SODIUM","Drug","DGidb","Drug-Gene Interation",""
"CHRM3","Gene","antagonist","OXYPHENONIUM BROMIDE","Drug","DGidb","Drug-Gene Interation",""
"HCRTR1","Gene","antagonist","MK-3697","Drug","DGidb","Drug-Gene Interation",""
"DRD2","Gene","agonist","BROMOCRIPTINE","Drug","DGidb","Drug-Gene Interation",""
"FLT4","Gene","inhibitor","BRIVANIB","Drug","DGidb","Drug-Gene Interation",""
"KLKB1","Gene","antibody","LANADELUMAB","Drug","DGidb","Drug-Gene Interation",""
"P2RY6","Gene","agonist","URIDINE DIPHOSPHATE","Drug","DGidb","Drug-Gene Interation",""
"TRPC6","Gene","blocker","GSMTX-4","Drug","DGidb","Drug-Gene Interation",""
"INSR","Gene","agonist","INSULIN SUSP ISOPHANE BEEF","Drug","DGidb","Drug-Gene Interation",""
"HDAC4","Gene","inhibitor","SODIUM PHENYLBUTYRATE","Drug","DGidb","Drug-Gene Interation",""
"GRM1","Gene","allosteric modulator","PHCCC","Drug","DGidb","Drug-Gene Interation",""
"DDC","Gene","inhibitor","BENSERAZIDE","Drug","DGidb","Drug-Gene Interation",""
"CDK19","Gene","inhibitor","LINIFANIB","Drug","DGidb","Drug-Gene Interation",""
"LPAR1","Gene","antagonist","DIOCTANOYLGLYCEROL PYROPHOSPHATE","Drug","DGidb","Drug-Gene Interation",""
"CDK2","Gene","inhibitor","PURVALANOL B","Drug","DGidb","Drug-Gene Interation",""
"ADRB3","Gene","antagonist","L-748337","Drug","DGidb","Drug-Gene Interation",""
"RXRA","Gene","agonist","ACITRETIN","Drug","DGidb","Drug-Gene Interation",""
"TAAR1","Gene","antagonist","EPPTB","Drug","DGidb","Drug-Gene Interation",""
"NDUFA7","Gene","inhibitor","NV-128","Drug","DGidb","Drug-Gene Interation",""
"TACR3","Gene","antagonist","SSR 146977","Drug","DGidb","Drug-Gene Interation",""
"ALOX12","Gene","inhibitor","ML355","Drug","DGidb","Drug-Gene Interation",""
"PSMD8","Gene","inhibitor","IXAZOMIB CITRATE","Drug","DGidb","Drug-Gene Interation",""
"CDK3","Gene","inhibitor","RGB-286638","Drug","DGidb","Drug-Gene Interation",""
"GLRB","Gene","allosteric modulator","ZN2+","Drug","DGidb","Drug-Gene Interation",""
"CRHR1","Gene","antagonist","NBI27914","Drug","DGidb","Drug-Gene Interation",""
"NR1H4","Gene","antagonist","GUGGULSTERONE","Drug","DGidb","Drug-Gene Interation",""
"GABRR3","Gene","antagonist","TPMPA","Drug","DGidb","Drug-Gene Interation",""
"ENPP2","Gene","inhibitor","PF-8380","Drug","DGidb","Drug-Gene Interation",""
"AVPR2","Gene","agonist","[3H]OT (HUMAN, MOUSE, RAT)","Drug","DGidb","Drug-Gene Interation",""
"GABRP","Gene","positive modulator","METHYPRYLON","Drug","DGidb","Drug-Gene Interation",""
"PSMB9","Gene","inhibitor","IXAZOMIB CITRATE","Drug","DGidb","Drug-Gene Interation",""
"SRC","Gene","inhibitor","XL999","Drug","DGidb","Drug-Gene Interation",""
"GJB2","Gene","inhibitor","CARBENOXOLONE","Drug","DGidb","Drug-Gene Interation",""
"LPAR1","Gene","antagonist","ANTI-BRP-LPA","Drug","DGidb","Drug-Gene Interation",""
"CACNG1","Gene","modulator","PREGABALIN","Drug","DGidb","Drug-Gene Interation",""
"KDM2A","Gene","inhibitor","DAMINOZIDE","Drug","DGidb","Drug-Gene Interation",""
"RARB","Gene","antagonist","IRX4310","Drug","DGidb","Drug-Gene Interation",""
"OPRM1","Gene","allosteric modulator","BMS-986121","Drug","DGidb","Drug-Gene Interation",""
"PDK4","Gene","inhibitor","VER-246608","Drug","DGidb","Drug-Gene Interation",""
"PIM1","Gene","inhibitor","COMPOUND 2","Drug","DGidb","Drug-Gene Interation","22560567"
"PIK3CD","Gene","inhibitor","SOPHORETIN","Drug","DGidb","Drug-Gene Interation",""
"HCRTR1","Gene","antagonist","CP-1","Drug","DGidb","Drug-Gene Interation",""
"GABRG3","Gene","positive modulator","OXAZEPAM","Drug","DGidb","Drug-Gene Interation",""
"ALK","Gene","inhibitor","GSK-1838705A","Drug","DGidb","Drug-Gene Interation",""
"RPS6KA5","Gene","inhibitor","SB-747651A","Drug","DGidb","Drug-Gene Interation",""
"TRPV1","Gene","activator","H+","Drug","DGidb","Drug-Gene Interation",""
"PIK3R1","Gene","inhibitor","SOPHORETIN","Drug","DGidb","Drug-Gene Interation",""
"PIK3CD","Gene","inhibitor","Puquitinib","Drug","DGidb","Drug-Gene Interation",""
"ADORA1","Gene","antagonist","CGS 15943","Drug","DGidb","Drug-Gene Interation",""
"GRM2","Gene","allosteric modulator","JNJ-46281222","Drug","DGidb","Drug-Gene Interation",""
"EGFR","Gene","inhibitor","SELATINIB","Drug","DGidb","Drug-Gene Interation",""
"HRH1","Gene","antagonist","CHLORPHENIRAMINE","Drug","DGidb","Drug-Gene Interation",""
"LYN","Gene","inhibitor","TG100-801","Drug","DGidb","Drug-Gene Interation",""
"MCOLN2","Gene","activator","PHOSPHATIDYL (3,5) INOSITOL BISPHOSPHATE","Drug","DGidb","Drug-Gene Interation",""
"PTGS2","Gene","inhibitor","SULINDAC","Drug","DGidb","Drug-Gene Interation",""
"NEK2","Gene","inhibitor","COMPOUND 31","Drug","DGidb","Drug-Gene Interation","20936789"
"PKM","Gene","activator","DASA-58","Drug","DGidb","Drug-Gene Interation",""
"CCR5","Gene","allosteric modulator","COMPOUND 39","Drug","DGidb","Drug-Gene Interation","31742400"
"FGFR1","Gene","inhibitor","CATEQUENTINIB","Drug","DGidb","Drug-Gene Interation",""
"ADORA1","Gene","agonist","CGS 21680","Drug","DGidb","Drug-Gene Interation",""
"PIK3CA","Gene","inhibitor","SAPANISERTIB","Drug","DGidb","Drug-Gene Interation",""
"HNF4A","Gene","agonist","LINOLEIC ACID","Drug","DGidb","Drug-Gene Interation",""
"PIK3R5","Gene","inhibitor","VOXTALISIB","Drug","DGidb","Drug-Gene Interation",""
"ADORA2A","Gene","antagonist","TONAPOFYLLINE","Drug","DGidb","Drug-Gene Interation",""
"NPY2R","Gene","antagonist","JNJ-5207787","Drug","DGidb","Drug-Gene Interation",""
"NTSR2","Gene","agonist","JMV431","Drug","DGidb","Drug-Gene Interation",""
"GABRA2","Gene","positive modulator","CHLORDIAZEPOXIDE","Drug","DGidb","Drug-Gene Interation",""
"HTR4","Gene","agonist","CAPESEROD","Drug","DGidb","Drug-Gene Interation",""
"MET","Gene","inhibitor","INCB28060","Drug","DGidb","Drug-Gene Interation",""
"BRAF","Gene","inhibitor","SORAFENIB TOSYLATE","Drug","DGidb","Drug-Gene Interation",""
"PLG","Gene","activator","UROKINASE","Drug","DGidb","Drug-Gene Interation",""
"TUBB1","Gene","inhibitor","PLINABULIN","Drug","DGidb","Drug-Gene Interation",""
"CXCR1","Gene","antagonist","NAVARIXIN","Drug","DGidb","Drug-Gene Interation",""
"GABRA2","Gene","allosteric modulator","5Î‘-PREGNAN-3Î‘-OL-20-ONE","Drug","DGidb","Drug-Gene Interation",""
"HRH1","Gene","agonist","2-(3-CHLOROPHENYL)HISTAMINE","Drug","DGidb","Drug-Gene Interation",""
"ADORA3","Gene","antagonist","ROLOFYLLINE","Drug","DGidb","Drug-Gene Interation",""
"PTGIR","Gene","agonist","SELEXIPAG","Drug","DGidb","Drug-Gene Interation",""
"SRC","Gene","inhibitor","COMPOUND 36","Drug","DGidb","Drug-Gene Interation","21958547"
"GALR1","Gene","agonist","GAL-B2","Drug","DGidb","Drug-Gene Interation",""
"HCRTR2","Gene","antagonist","[3H]-ALMOREXANT","Drug","DGidb","Drug-Gene Interation",""
"PIK3CB","Gene","inhibitor","APITOLISIB","Drug","DGidb","Drug-Gene Interation",""
"FLT1","Gene","inhibitor","SU-014813","Drug","DGidb","Drug-Gene Interation",""
"GLRA1","Gene","blocker","PICROTOXIN","Drug","DGidb","Drug-Gene Interation",""
"MAP2K1","Gene","inhibitor","COBIMETINIB FUMARATE","Drug","DGidb","Drug-Gene Interation",""
"PIK3C2B","Gene","inhibitor","BKM120","Drug","DGidb","Drug-Gene Interation",""
"AKT2","Gene","inhibitor","EVEROLIMUS","Drug","DGidb","Drug-Gene Interation",""
"SCN1A","Gene","blocker","RALFINAMIDE","Drug","DGidb","Drug-Gene Interation",""
"ADORA2A","Gene","antagonist","MEFLOQUINE","Drug","DGidb","Drug-Gene Interation",""
"PRKDC","Gene","inhibitor","PI-103","Drug","DGidb","Drug-Gene Interation",""
"BRD4","Gene","inhibitor","ISOXAZOLE AZEPINE COMPOUND 3","Drug","DGidb","Drug-Gene Interation",""
"HTT","Gene","inhibitor","NORTRIPTYLINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"GRIN2A","Gene","blocker","CNS-5161","Drug","DGidb","Drug-Gene Interation",""
"HGF","Gene","inhibitor","AMG 102","Drug","DGidb","Drug-Gene Interation",""
"BTK","Gene","inhibitor","EXAMPLE 3","Drug","DGidb","Drug-Gene Interation",""
"HMGCR","Gene","inhibitor","COMPOUND 4I","Drug","DGidb","Drug-Gene Interation","2296036"
"BIRC2","Gene","inhibitor","BV-6","Drug","DGidb","Drug-Gene Interation",""
"FLT3","Gene","inhibitor","PF-562271","Drug","DGidb","Drug-Gene Interation",""
"GRIN2C","Gene","antagonist","FELBAMATE","Drug","DGidb","Drug-Gene Interation",""
"IGF1R","Gene","inhibitor","HESPERADIN","Drug","DGidb","Drug-Gene Interation",""
"ILK","Gene","inhibitor","COMPOUND 22","Drug","DGidb","Drug-Gene Interation","21823616"
"CA1","Gene","inhibitor","CHLORTHALIDONE","Drug","DGidb","Drug-Gene Interation",""
"ADRB1","Gene","agonist","T-0509","Drug","DGidb","Drug-Gene Interation",""
"RET","Gene","inhibitor","PONATINIB","Drug","DGidb","Drug-Gene Interation",""
"EPHA5","Gene","inhibitor","RIPK3 INHIBITOR 18","Drug","DGidb","Drug-Gene Interation",""
"CRHR1","Gene","antagonist","EMICERFONT","Drug","DGidb","Drug-Gene Interation",""
"SLC3A2","Gene","antibody","IGN523","Drug","DGidb","Drug-Gene Interation",""
"CHRM1","Gene","allosteric modulator","ALCURONIUM","Drug","DGidb","Drug-Gene Interation",""
"GALR2","Gene","agonist","GALANIN(3-29) (PIG)","Drug","DGidb","Drug-Gene Interation",""
"RET","Gene","inhibitor","SELPERCATINIB","Drug","DGidb","Drug-Gene Interation",""
"FLT3","Gene","inhibitor","COMPOUND 1","Drug","DGidb","Drug-Gene Interation",""
"FLT1","Gene","inhibitor","SUNITINIB","Drug","DGidb","Drug-Gene Interation",""
"HTR2C","Gene","agonist","8-OH-DPAT","Drug","DGidb","Drug-Gene Interation",""
"CHRND","Gene","antagonist","VECURONIUM BROMIDE","Drug","DGidb","Drug-Gene Interation",""
"CLK2","Gene","inhibitor","ML315","Drug","DGidb","Drug-Gene Interation",""
"BLK","Gene","inhibitor","ENMD-981693","Drug","DGidb","Drug-Gene Interation",""
"ACHE","Gene","inhibitor","ECHOTHIOPHATE","Drug","DGidb","Drug-Gene Interation",""
"BRAF","Gene","inhibitor","XL-281","Drug","DGidb","Drug-Gene Interation",""
"TMPRSS2","Gene","inhibitor","NAFAMOSTAT","Drug","DGidb","Drug-Gene Interation",""
"HTR1F","Gene","antagonist","METHYSERGIDE","Drug","DGidb","Drug-Gene Interation",""
"SLC17A9","Gene","inhibitor","CLODRONIC ACID","Drug","DGidb","Drug-Gene Interation",""
"PIK3CB","Gene","inhibitor","PI-103","Drug","DGidb","Drug-Gene Interation",""
"PREP","Gene","inhibitor","S 17092","Drug","DGidb","Drug-Gene Interation",""
"GABRA5","Gene","antagonist","[3H]GABAZINE","Drug","DGidb","Drug-Gene Interation",""
"GALR3","Gene","agonist","GALANIN(1-16) (RAT/MOUSE/PIG)","Drug","DGidb","Drug-Gene Interation",""
"ADRB3","Gene","agonist","HYDROXYAMPHETAMINE HYDROBROMIDE","Drug","DGidb","Drug-Gene Interation",""
"ADRB2","Gene","antagonist","LEVOBETAXOLOL","Drug","DGidb","Drug-Gene Interation",""
"TACR3","Gene","antagonist","FEZOLINETANT","Drug","DGidb","Drug-Gene Interation",""
"HTR2A","Gene","antagonist","ZIPRASIDONE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"HTR2A","Gene","agonist","Î‘-METHYL-5-HT","Drug","DGidb","Drug-Gene Interation",""
"HTR7","Gene","antagonist","METHIOTHEPIN","Drug","DGidb","Drug-Gene Interation",""
"KIT","Gene","inhibitor","CM-082","Drug","DGidb","Drug-Gene Interation",""
"TACR1","Gene","antagonist","R116031","Drug","DGidb","Drug-Gene Interation",""
"ADRB2","Gene","agonist","MEPHENTERMINE SULFATE","Drug","DGidb","Drug-Gene Interation",""
"PROKR2","Gene","antagonist","PKR-A","Drug","DGidb","Drug-Gene Interation",""
"HTR2A","Gene","inverse agonist","NELOTANSERIN","Drug","DGidb","Drug-Gene Interation",""
"DDR1","Gene","inhibitor","COMPOUND 6J","Drug","DGidb","Drug-Gene Interation","27219676"
"GABRQ","Gene","positive modulator","QUAZEPAM","Drug","DGidb","Drug-Gene Interation",""
"PPARG","Gene","agonist","AD5075","Drug","DGidb","Drug-Gene Interation",""
"PTAFR","Gene","antagonist","PCA 4248","Drug","DGidb","Drug-Gene Interation",""
"ESR1","Gene","modulator","AFIMOXIFENE","Drug","DGidb","Drug-Gene Interation",""
"PGR","Gene","agonist","NORETHISTERONE","Drug","DGidb","Drug-Gene Interation",""
"ADAM17","Gene","inhibitor","BMS-561392","Drug","DGidb","Drug-Gene Interation",""
"CYSLTR1","Gene","antagonist","SR2640","Drug","DGidb","Drug-Gene Interation",""
"HTR1A","Gene","antagonist","FLUSPIRILENE","Drug","DGidb","Drug-Gene Interation",""
"MAPK14","Gene","inhibitor","CBS-3595","Drug","DGidb","Drug-Gene Interation",""
"ITPR2","Gene","activator","ADENOPHOSTIN A","Drug","DGidb","Drug-Gene Interation",""
"KCNA3","Gene","blocker","HSTX","Drug","DGidb","Drug-Gene Interation",""
"JAK2","Gene","inhibitor","AZD4205","Drug","DGidb","Drug-Gene Interation",""
"ERBB2","Gene","inhibitor","ARRY380","Drug","DGidb","Drug-Gene Interation",""
"SLC5A2","Gene","inhibitor","SOTAGLIFLOZIN","Drug","DGidb","Drug-Gene Interation",""
"HCRTR2","Gene","antagonist","[3H]SB-674042","Drug","DGidb","Drug-Gene Interation",""
"OPRM1","Gene","agonist","SR16835","Drug","DGidb","Drug-Gene Interation",""
"ADRB1","Gene","antagonist","METOPROLOL TARTRATE","Drug","DGidb","Drug-Gene Interation",""
"HTR4","Gene","antagonist","PIBOSEROD","Drug","DGidb","Drug-Gene Interation",""
"CHRNA4","Gene","agonist","RIVANICLINE","Drug","DGidb","Drug-Gene Interation",""
"SCN9A","Gene","inhibitor","AM-6120","Drug","DGidb","Drug-Gene Interation",""
"GABRA3","Gene","partial agonist","ADIPIPLON","Drug","DGidb","Drug-Gene Interation",""
"SLC36A1","Gene","inhibitor","5-HYDROXYTRYPTAMINE","Drug","DGidb","Drug-Gene Interation",""
"KCNB1","Gene","inhibitor","RY796","Drug","DGidb","Drug-Gene Interation",""
"SLC6A2","Gene","inhibitor","DESIPRAMINE","Drug","DGidb","Drug-Gene Interation",""
"BRD3","Gene","inhibitor","LY 294002","Drug","DGidb","Drug-Gene Interation",""
"MT-ND1","Gene","inhibitor","METFORMIN HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"KCNC1","Gene","blocker","DALFAMPRIDINE","Drug","DGidb","Drug-Gene Interation",""
"CHRM3","Gene","antagonist","TROSPIUM CHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"PIK3C3","Gene","inhibitor","GSK2636771","Drug","DGidb","Drug-Gene Interation",""
"ITGAL","Gene","inhibitor","BI-1950","Drug","DGidb","Drug-Gene Interation",""
"PSME4","Gene","inhibitor","CARFILZOMIB","Drug","DGidb","Drug-Gene Interation",""
"SLC12A3","Gene","inhibitor","CHLOROTHIAZIDE SODIUM","Drug","DGidb","Drug-Gene Interation",""
"CHRNA7","Gene","allosteric modulator","NS1738","Drug","DGidb","Drug-Gene Interation",""
"STK16","Gene","inhibitor","STK16-IN-1","Drug","DGidb","Drug-Gene Interation",""
"FLT4","Gene","inhibitor","RIPK1 INHIBITOR 22B","Drug","DGidb","Drug-Gene Interation",""
"SLC6A3","Gene","inhibitor","BUPROPION HYDROBROMIDE","Drug","DGidb","Drug-Gene Interation",""
"OPRL1","Gene","agonist","AC-RYYRWK-NH2","Drug","DGidb","Drug-Gene Interation",""
"SCN11A","Gene","blocker","IRAMPANEL","Drug","DGidb","Drug-Gene Interation",""
"GRM5","Gene","allosteric modulator","SIB-1757","Drug","DGidb","Drug-Gene Interation",""
"CSF1R","Gene","inhibitor","ILORASERTIB","Drug","DGidb","Drug-Gene Interation",""
"NR1I2","Gene","agonist","LITHOCHOLIC ACID","Drug","DGidb","Drug-Gene Interation",""
"CDK9","Gene","inhibitor","NVP-2","Drug","DGidb","Drug-Gene Interation",""
"HDAC8","Gene","inhibitor","ENTINOSTAT","Drug","DGidb","Drug-Gene Interation",""
