"InteractorA"	"Relation"	"InteractorB"
"GABRB1"	"positive modulator"	"CHLORDIAZEPOXIDE"
"DYRK3"	"inhibitor"	"COMPOUND 1A"
"GRM4"	"agonist"	"L-SERINE-O-PHOSPHATE"
"HTR1D"	"agonist"	"5-MEOT"
"HTR2A"	"agonist"	"TFMPP"
"HTR2C"	"agonist"	"BW723C86"
"SLC6A12"	"inhibitor"	"(S)-EF-1520"
"ATP1B1"	"inhibitor"	"DESLANOSIDE"
"BRAF"	"inhibitor"	"MLN-2480"
"P2RY2"	"antagonist"	"AR-C118925XX"
"GRM1"	"allosteric modulator"	"COMPOUND 9A"
"NR3C1"	"agonist"	"COMPOUND 17"
"PDGFRB"	"inhibitor"	"LUCITANIB"
"CHRM2"	"allosteric modulator"	"ALCURONIUM"
"GRIN2C"	"agonist"	"[3H]GLYCINE"
"SCN9A"	"inhibitor"	"GNE-131"
"ESR1"	"modulator"	"CHF4227"
"CHRM5"	"agonist"	"ACETYLCHOLINE"
"MAPK10"	"inhibitor"	"JNK INHIBITOR 9L"
"CHRM4"	"antagonist"	"DICYCLOMINE"
"HTR2B"	"antagonist"	"SPIROXATRINE"
"HTR1A"	"agonist"	"FLESINOXAN"
"HCK"	"inhibitor"	"ECF506"
"CSNK1E"	"inhibitor"	"PF-4800567"
"MPL"	"agonist"	"LUSUTROMBOPAG"
"INSR"	"agonist"	"INSULIN PURIFIED PORK"
"SLC22A6"	"inhibitor"	"PROBENECID"
"TRPM3"	"blocker"	"MEFENAMIC ACID"
"NDUFS1"	"inhibitor"	"NV-128"
"CHRNA3"	"blocker"	"NS1738"
"BRAF"	"inhibitor"	"PLX3603"
"TRPA1"	"activator"	"CHLOROBENZYLIDENE MALONONITRILE"
"DRD4"	"antagonist"	"SPIPERONE"
"MC3R"	"antagonist"	"PG-106"
"KCNK10"	"activator"	"ARACHIDONIC ACID"
"SCN9A"	"activator"	"BATRACHOTOXIN"
"CACNA1C"	"activator"	"SZ(+)-(S)-202-791"
"CCR2"	"antagonist"	"MLN-1202"
"GNRHR"	"antagonist"	"GANIRELIX"
"NR3C1"	"agonist"	"BECLOMETASONE"
"SYK"	"inhibitor"	"GUSACITINIB"
"ADRB1"	"partial agonist"	"PINDOLOL"
"ITGB3"	"inhibitor"	"TIROFIBAN HYDROCHLORIDE"
"TYK2"	"inhibitor"	"JAK INHIBITOR 17B"
"SRC"	"inhibitor"	"SU6656"
"P4HTM"	"inhibitor"	"ROXADUSTAT"
"TUBB2A"	"inhibitor"	"DOCETAXEL HYDRATE"
"TBXA2R"	"agonist"	"U46609"
"SCN3A"	"blocker"	"ETHOTOIN"
"GRM1"	"allosteric modulator"	"COMPOUND 27"
"BRD4"	"inhibitor"	"COMPOUND 4D"
"PRKCB"	"inhibitor"	"(7S)-HYDROXYL-STAUROSPORINE"
"P2RY6"	"antagonist"	"SURAMIN"
"GRM7"	"antagonist"	"MCCG"
"SLK"	"inhibitor"	"RN486"
"PIM1"	"inhibitor"	"AKT INHIBITOR X"
"CACNA1H"	"modulator"	"PREGABALIN"
"HTR1E"	"antagonist"	"METHYSERGIDE"
"CHRM4"	"agonist"	"ARECOLINE"
"DNPEP"	"inhibitor"	"TOSEDOSTAT"
"PARP1"	"inhibitor"	"TALAZOPARIB"
"MAPK14"	"inhibitor"	"PF-670462"
"TRPM3"	"blocker"	"PRIMIDONE"
"UTS2R"	"agonist"	"[125I]U-II (HUMAN)"
"NR1H4"	"agonist"	"URSODIOL"
"HTR6"	"antagonist"	"SUMATRIPTAN"
"ADORA3"	"agonist"	"[125I]APNEA"
"KCNN4"	"activator"	"SKA-31"
"ADRB1"	"antagonist"	"BISOPROLOL FUMARATE"
"MT-ND3"	"inhibitor"	"NV-128"
"TUBA1B"	"inhibitor"	"BRENTUXIMAB VEDOTIN"
"CDK2"	"inhibitor"	"SU9516"
"PSMA1"	"inhibitor"	"MARIZOMIB"
"PTGDR"	"agonist"	"L-888,291"
"CACNA2D1"	"modulator"	"PREGABALIN"
"NTRK3"	"inhibitor"	"ALTIRATINIB"
"ERBB2"	"inhibitor"	"ACALABRUTINIB"
"FGFR1"	"inhibitor"	"PD166285"
"ADRA2B"	"antagonist"	"RX821002"
"TACR1"	"antagonist"	"NETUPITANT"
"HTR2B"	"antagonist"	"YOHIMBINE"
"DRD3"	"agonist"	"[3H]PD128907"
"PIK3CA"	"inhibitor"	"TG-100-115"
"HTR2A"	"antagonist"	"APOMORPHINE"
"AVPR1A"	"antagonist"	"ATOSIBAN"
"ADRA2A"	"antagonist"	"MUSCARINIC TOXIN 3"
"ADORA2A"	"antagonist"	"ROLOFYLLINE"
"GABRB3"	"positive modulator"	"DIAZEPAM"
"BMPR1B"	"inhibitor"	"COMPOUND 13A"
"MAP2K1"	"allosteric modulator"	"SELUMETINIB"
"TRPV2"	"blocker"	"SKF96365"
"GRM5"	"allosteric modulator"	"[3H]FENOBAM"
"PIK3CA"	"inhibitor"	"GEDATOLISIB"
"HTT"	"inhibitor"	"FLUVOXAMINE MALEATE"
"SCN3A"	"blocker"	"MEPHENYTOIN"
"CFTR"	"activator"	"IVACAFTOR"
"KCNK10"	"activator"	"DOCOSAHEXAENOIC ACID"
"CSF2RB"	"agonist"	"SARGRAMOSTIM"
"GRIN2C"	"agonist"	"D-SERINE"
"GABRQ"	"positive modulator"	"LORAZEPAM"
"CHRM2"	"antagonist"	"HEXAHYDRODIFENIDOL"
"GRIN3B"	"antagonist"	"ORPHENADRINE CITRATE"
"VIPR1"	"antagonist"	"N-STEARYL"
"DDR1"	"inhibitor"	"COMPOUND 1"
"GRIA4"	"blocker"	"JORO TOXIN"
"SRD5A1"	"inhibitor"	"DUTASTERIDE"
"HRH3"	"antagonist"	"VUF 4904"
"SCN2A"	"blocker"	"ORPHENADRINE CITRATE"
"SCN7A"	"blocker"	"IRAMPANEL"
"GRM6"	"agonist"	"LSP4-2022"
"C3AR1"	"agonist"	"SQ007-5"
"NPY4R"	"agonist"	"[LEU31,PRO34]NPY"
"HTR1B"	"agonist"	"CLOZAPINE"
"TEK"	"inhibitor"	"MERESTINIB"
"DBH"	"inhibitor"	"NEPICASTAT"
"CDK15"	"inhibitor"	"PHA-793887"
"JAK2"	"inhibitor"	"INCB018424"
"SCN8A"	"blocker"	"CARBAMAZEPINE"
"GUCY2C"	"agonist"	"GUANYLIN"
"BDKRB2"	"agonist"	"[PHE8,Î¨(CH2-NH)ARG9]BK"
"GABRE"	"agonist"	"PF-06372865"
"AVPR1A"	"agonist"	"LVP"
"ITPR3"	"activator"	"IP3"
"OPRM1"	"agonist"	"ANILERIDINE HYDROCHLORIDE"
"GABRG1"	"positive modulator"	"SECOBARBITAL SODIUM"
"PIK3CG"	"inhibitor"	"SAMOTOLISIB"
"TRPV5"	"blocker"	"RUTHENIUM RED"
"RAF1"	"inhibitor"	"BALAMAPIMOD"
"HTR1D"	"agonist"	"ELETRIPTAN HYDROBROMIDE"
"MC3R"	"agonist"	"AFAMELANOTIDE"
"NMBR"	"agonist"	"BOMBESIN"
"NAT1"	"inhibitor"	"DESIPRAMINE HYDROCHLORIDE"
"PLK1"	"inhibitor"	"NMS-P937"
"NR1I2"	"agonist"	"NIFEDIPINE"
"ADRA2B"	"agonist"	"DIPIVEFRIN HYDROCHLORIDE"
"GABRA6"	"positive modulator"	"CLONAZEPAM"
"KCNA2"	"blocker"	"NERISPIRDINE"
"GRIN2A"	"antagonist"	"GV196771A"
"CNGA3"	"inhibitor"	"L-(CIS)-DILTIAZEM"
"ADRA1D"	"antagonist"	"[125I]BE-2254"
"NTRK3"	"inhibitor"	"AZD-6918"
"GGPS1"	"inhibitor"	"COMPOUND 14"
"GPR55"	"antagonist"	"ML193"
"CCR5"	"agonist"	"CCL2"
"GABRB1"	"positive modulator"	"ZOLPIDEM TARTRATE"
"HTR2A"	"antagonist"	"PALIPERIDONE"
"KCNK4"	"activator"	"RILUZOLE"
"SLC40A1"	"antibody"	"LY2928057"
"HRH1"	"antagonist"	"MOLINDONE"
"HRH3"	"antagonist"	"FUB 349"
"MCOLN3"	"activator"	"SF-21"
"BRD4"	"inhibitor"	"N-METHYL-2-PYRROLIDONE"
"HTR1B"	"agonist"	"TFMPP"
"GRIA1"	"allosteric modulator"	"IDRA-21"
"PTAFR"	"antagonist"	"[3H]APAFANT"
"MAP2K1"	"inhibitor"	"MEK INHIBITOR I"
"GRIA3"	"allosteric modulator"	"CX516"
"GJB2"	"inhibitor"	"OCTANOL"
"GPBAR1"	"agonist"	"COMPOUND 15"
"DDR2"	"inhibitor"	"LXH254"
"GABRP"	"positive modulator"	"SECOBARBITAL SODIUM"
"MAOB"	"inhibitor"	"RALFINAMIDE"
"AVPR2"	"antagonist"	"NELIVAPTAN"
"AGTR2"	"agonist"	"CGP42112"
"GJB2"	"inhibitor"	"FLUFENAMIC ACID"
"SLC6A4"	"inhibitor"	"[3H]CITALOPRAM"
"ALK"	"inhibitor"	"COMPOUND 5G"
"RXRG"	"agonist"	"COMPOUND 28"
"FPR2"	"agonist"	"SHAAGTIDE"
"PRKD1"	"inhibitor"	"NIK SMI1"
"HTR1E"	"agonist"	"ZIPRASIDONE"
"ADORA1"	"agonist"	"BAY1067197"
"ALK"	"inhibitor"	"CHS424802"
"CDK5"	"inhibitor"	"TG02"
"GLP1R"	"agonist"	"GLUCAGON-LIKE PEPTIDE 1-(7-37)"
"PIK3CD"	"inhibitor"	"ACALISIB"
"GABRA3"	"positive modulator"	"TEMAZEPAM"
"NR1D2"	"agonist"	"SR9011"
"PRMT8"	"inhibitor"	"MS023"
"AURKB"	"inhibitor"	"COMPOUND 1"
"PAK1"	"inhibitor"	"IL-94"
"CHRM5"	"antagonist"	"TOLTERODINE"
"CCR2"	"agonist"	"[125I]CCL2 (HUMAN)"
"HTR1B"	"antagonist"	"Trelanserin"
"F2RL1"	"agonist"	"2-FUROYL-LIGRLO-AMIDE"
"HCAR3"	"agonist"	"D-TRYPTOPHAN"
"NR1H3"	"agonist"	"27-HYDROXYCHOLESTEROL"
"TUBB3"	"inhibitor"	"VINBLASTINE SULFATE"
"P2RY12"	"agonist"	"ADP"
"P2RY1"	"antagonist"	"MRS2496"
"SSTR5"	"agonist"	"KE 108"
"GRIA1"	"allosteric modulator"	"S18986"
"SYK"	"inhibitor"	"TAS05567"
"CTSB"	"inhibitor"	"LHVS"
"GALR2"	"agonist"	"GAL-B5"
"POLA1"	"inhibitor"	"GEMCITABINE HYDROCHLORIDE"
"VDR"	"agonist"	"CALCITRIOL-26,23-LACTONE"
"SCN9A"	"blocker"	"IRAMPANEL"
"SCN8A"	"blocker"	"ZONISAMIDE"
"CCKBR"	"antagonist"	"GV150013"
"TYRO3"	"inhibitor"	"COMPOUND 21"
"HDAC1"	"inhibitor"	"CUDC-907"
"GRIA1"	"antagonist"	"IRAMPANEL"
"DYRK2"	"inhibitor"	"COMPOUND 5B"
"BDKRB1"	"antagonist"	"JMV1431"
"NR1H3"	"agonist"	"T0901317"
"HDAC4"	"inhibitor"	"VALPROIC ACID"
"GRM7"	"antagonist"	"[3H]LY341495"
"NR3C2"	"agonist"	"DESOXYCORTICOSTERONE ACETATE"
"CDK17"	"inhibitor"	"Roniciclib"
"S1PR3"	"agonist"	"COMPOUND 26"
"SCN4A"	"blocker"	"ARTICAINE HYDROCHLORIDE"
"GRK1"	"inhibitor"	"BALANOL"
"GRK3"	"inhibitor"	"BALANOL"
"MDM2"	"inhibitor"	"RG7112"
"KCNN3"	"activator"	"NS309"
"GABRG2"	"positive modulator"	"CLOBAZAM"
"GRIN2B"	"agonist"	"(RS)-(TETRAZOL-5-YL)GLYCINE"
"HDAC3"	"inhibitor"	"SB939"
"OPRD1"	"agonist"	"(-)-PENTAZOCINE"
"GABRA3"	"positive modulator"	"CLORAZEPATE DIPOTASSIUM"
"AKT2"	"allosteric modulator"	"MIRANSERTIB"
"GABRA5"	"allosteric modulator"	"FLUMAZENIL"
"TUBA4A"	"inhibitor"	"VINFLUNINE"
"SUCNR1"	"agonist"	"SUCCINIC ACID"
"ADRB2"	"agonist"	"BEDORADRINE SULFATE"
"CACNA1C"	"blocker"	"AMLODIPINE MALEATE"
"ADORA3"	"allosteric modulator"	"LUF6096"
"ROCK1"	"inhibitor"	"COMPOUND E22"
"HRH2"	"antagonist"	"CONESSINE"
"HDAC4"	"inhibitor"	"SANTACRUZAMATE A"
"PRTN3"	"inhibitor"	"COMPOUND 11"
"UTS2R"	"antagonist"	"S6716"
"SPR"	"antagonist"	"SERLOPITANT"
"CHRM3"	"allosteric modulator"	"VINBURNINE"
"HRH1"	"antagonist"	"BUCLIZINE HYDROCHLORIDE"
"GABRA4"	"allosteric modulator"	"ZN2+"
"HTR7"	"agonist"	"[3H]LSD"
"DRD1"	"agonist"	"A77636"
"ADORA3"	"antagonist"	"DPCPX"
"NPY5R"	"agonist"	"PYY-(3-36)"
"GABRB3"	"positive modulator"	"TRIAZOLAM"
"BLK"	"inhibitor"	"COMPOUND 38"
"ERBB4"	"inhibitor"	"ALLITINIB"
"SSTR5"	"agonist"	"PASIREOTIDE PAMOATE"
"HRH1"	"antagonist"	"ORPHENADRINE CITRATE"
"GABRQ"	"positive modulator"	"TRIAZOLAM"
"ADORA2B"	"antagonist"	"AS100"
"SRC"	"inhibitor"	"SI306"
"ADRA1A"	"antagonist"	"KETANSERIN"
"GABRA6"	"positive modulator"	"CLORAZEPATE DIPOTASSIUM"
"PI4KB"	"inhibitor"	"WORTMANNIN"
"STK3"	"inhibitor"	"HESPERADIN"
"FNTB"	"inhibitor"	"LONAFARNIB"
"HTR2B"	"antagonist"	"APOMORPHINE"
"SSTR1"	"agonist"	"CH 275"
"AKT2"	"allosteric modulator"	"AKT INHIBITOR VIII"
"C5AR1"	"agonist"	"RIBOSOMAL PROTEIN S19"
"JAK1"	"inhibitor"	"AZD4205"
"ITGB5"	"antagonist"	"CILENGITIDE"
"FFAR2"	"agonist"	"TUG-1375"
"ADRA2B"	"agonist"	"ERGOTAMINE TARTRATE"
"LTB4R"	"agonist"	"12R-HETE"
"P2RY11"	"agonist"	"NAADP"
"P2RY12"	"antagonist"	"R-138727"
"TACR2"	"antagonist"	"GR100679"
"HCK"	"inhibitor"	"IBRUTINIB"
"SLC1A2"	"inhibitor"	"DIHYDROKAINATE"
"F2RL1"	"antagonist"	"C391"
"P2RX7"	"allosteric modulator"	"CLEMASTINE"
"PROKR1"	"agonist"	"MIT1"
"DRD4"	"agonist"	"ROXINDOLE"
"GABRB3"	"positive modulator"	"CLOBAZAM"
"GABRP"	"positive modulator"	"CLORAZEPATE DIPOTASSIUM"
"CHRNA3"	"antagonist"	"Î‘-CONOTOXIN AUIB"
"KCNA10"	"blocker"	"PIMOZIDE"
"HTR1D"	"agonist"	"XANOMELINE"
"FLT3"	"inhibitor"	"CEDIRANIB"
"MTNR1A"	"antagonist"	"UCM 549"
"AVPR1A"	"antagonist"	"YM 218"
"CRHR1"	"antagonist"	"CP-316,311"
"FLT3"	"inhibitor"	"EDICOTINIB"
"TRPV4"	"blocker"	"GD3+"
"CSF3R"	"agonist"	"BALUGRASTIM"
"CMA1"	"inhibitor"	"NK3201"
"CACNA1G"	"blocker"	"PARAMETHADIONE"
"MAPK8"	"inhibitor"	"COMPOUND 20"
"GABRB2"	"positive modulator"	"METHOHEXITAL SODIUM"
"CHRM3"	"antagonist"	"MUSCARINIC TOXIN 3"
"ADRB1"	"antagonist"	"METIPRANOLOL HYDROCHLORIDE"
"GUCY1B1"	"activator"	"NITROGLYCERIN"
"TYK2"	"inhibitor"	"EXAMPLE 1"
"CXCR4"	"agonist"	"CXCL122 (DIMER)"
"GABRB2"	"positive modulator"	"FLURAZEPAM HYDROCHLORIDE"
"DNMT1"	"inhibitor"	"AZACITIDINE"
"PIK3CG"	"inhibitor"	"PI 3-KG INHIBITOR"
"IFNAR1"	"agonist"	"INTERFERON ALFA-2B"
"CHRM1"	"antagonist"	"MUSCARINIC TOXIN 2"
"CHRM1"	"antagonist"	"N-METHYL SCOPOLAMINE"
"DRD5"	"antagonist"	"CHLORPROMAZINE"
"HTR1D"	"antagonist"	"FLUSPIRILENE"
"TRPA1"	"activator"	"NICOTINE"
"OPRD1"	"antagonist"	"NALTRIBEN"
"HDAC2"	"inhibitor"	"CITARINOSTAT"
"NDUFB1"	"inhibitor"	"METFORMIN HYDROCHLORIDE"
"PPARA"	"agonist"	"AZD4619"
"CCR1"	"agonist"	"CCL8"
"BDKRB1"	"antagonist"	"R-954"
"SCN1A"	"blocker"	"NW-3509"
"GABRA2"	"positive modulator"	"ESZOPICLONE"
"SIK1"	"inhibitor"	"DASATINIB"
"SCN5A"	"inhibitor"	"GNE-131"
"TLR9"	"agonist"	"AGATOLIMOD SODIUM"
"EGFR"	"inhibitor"	"GELFITINIB"
"CETP"	"inhibitor"	"ANACETRAPIB"
"CA12"	"inhibitor"	"DICHLORPHENAMIDE"
"BRAF"	"inhibitor"	"LIFIRAFENIB"
"FLT1"	"inhibitor"	"AV951"
"PKM"	"inhibitor"	"COMPOUND 1"
"JAK3"	"inhibitor"	"TOFACITINIB"
"AGTR1"	"antagonist"	"LOSARTAN POTASSIUM"
"TUBB2B"	"inhibitor"	"VINFLUNINE"
"IGF1R"	"antagonist"	"GANITUMAB"
"MT-ND1"	"inhibitor"	"NV-128"
"GJD3"	"inhibitor"	"CARBENOXOLONE"
"PDGFRB"	"inhibitor"	"AGL 2043"
"FDFT1"	"inhibitor"	"ZARAGOZIC ACID A"
"MAPK10"	"inhibitor"	"BRIMAPITIDE"
"CD40"	"inhibitor"	"PG-102"
"NDUFB3"	"inhibitor"	"METFORMIN HYDROCHLORIDE"
"CHRNE"	"antagonist"	"METOCURINE IODIDE"
"NPY4R"	"agonist"	"NPY-(2-36) (PIG)"
"AVPR1A"	"antagonist"	"RO5028442"
"EDNRA"	"antagonist"	"[125I]PD164333"
"PIK3C3"	"inhibitor"	"COMPOUND 41"
"GRM2"	"allosteric modulator"	"MNI-136"
"CACNG5"	"modulator"	"IMAGABALIN"
"TUBB2B"	"inhibitor"	"COLCHICINE"
"PIK3CA"	"inhibitor"	"COMPOUND 12B"
"GABRP"	"positive modulator"	"PENTOBARBITAL SODIUM"
"FLT1"	"inhibitor"	"CATEQUENTINIB"
"THRA"	"agonist"	"LEVOTHYROXINE SODIUM"
"ADRA2C"	"antagonist"	"CHLORPROMAZINE"
"HTR5A"	"agonist"	"5-CT"
"CRHR2"	"antagonist"	"K41498"
"PIK3R2"	"inhibitor"	"GSK2636771"
"GABRA5"	"allosteric modulator"	"ALPRAZOLAM"
"NAT1"	"inhibitor"	"ESREBOXETINE"
"PSMA3"	"inhibitor"	"MARIZOMIB"
"GRIN2C"	"antagonist"	"D-CCPENE"
"GRIN2D"	"antagonist"	"L689560"
"CCKBR"	"antagonist"	"LY-288513"
"FLT4"	"inhibitor"	"JNJ-26483327"
"FKBP1A"	"inhibitor"	"EVEROLIMUS"
"PRKCH"	"inhibitor"	"SOPHORETIN"
"GABRG3"	"blocker"	"TBPS"
"HDAC7"	"inhibitor"	"TRICHOSTATIN A"
"DRD2"	"antagonist"	"BENPERIDOL"
"KIT"	"inhibitor"	"XL-820"
"P2RY1"	"antagonist"	"GLAXOSMITHKLINE COMPOUND 6I"
"MTOR"	"inhibitor"	"EXAMPLE 51"
"OPRM1"	"agonist"	"AXOMADOL"
"ADORA2B"	"antagonist"	"AS96"
"JAK3"	"inhibitor"	"OCLACITINIB"
"DRD2"	"antagonist"	"SB-773812"
"SCN5A"	"blocker"	"AZD7009"
"GRIN2A"	"antagonist"	"L689560"
"GLRB"	"blocker"	"PICROTOXININ"
"ADRA1A"	"antagonist"	"RS-100329"
"GABRA2"	"positive modulator"	"FLURAZEPAM HYDROCHLORIDE"
"STK31"	"inhibitor"	"COMPOUND 25"
"HTR2A"	"antagonist"	"FLIBANSERIN"
"SCN2A"	"blocker"	"ARTICAINE HYDROCHLORIDE"
"DRD5"	"antagonist"	"SKF-83566"
"DRD2"	"inverse agonist"	"HALOPERIDOL DECANOATE"
"GRM4"	"allosteric modulator"	"VU0400195"
"TRPA1"	"activator"	"JT010"
"HTR2A"	"antagonist"	"LOXAPINE SUCCINATE"
"TACR1"	"agonist"	"NEUROKININ A"
"HTR2A"	"antagonist"	"[11C]VOLINANSERIN"
"NPY5R"	"agonist"	"PANCREATIC POLYPEPTIDE"
"OPRD1"	"agonist"	"[D-ALA2]DELTORPHIN II"
"BRS3"	"agonist"	"[125I"
"BDKRB2"	"agonist"	"JMV1116"
"PPIA"	"modulator"	"CYCLOSPORINE"
"CDK9"	"inhibitor"	"PHA-793887"
"PIK3CB"	"inhibitor"	"IDELALISIB"
"ADORA3"	"antagonist"	"LUF5981"
"FGF23"	"inhibitor"	"BUROSUMAB"
"PIK3R1"	"inhibitor"	"AZD-6482"
"RORC"	"antagonist"	"JTE-151"
"MERTK"	"inhibitor"	"LDC1267"
"SCN5A"	"blocker"	"FLECAINIDE ACETATE"
"GRIN2C"	"antagonist"	"ACAMPROSATE CALCIUM"
"SCN9A"	"blocker"	"RILUZOLE"
"BRD2"	"inhibitor"	"ET BROMODOMAIN INHIBITOR"
"CACNA1E"	"blocker"	"CD2+"
"ADRA1D"	"antagonist"	"CYPROHEPTADINE"
"EGFR"	"inhibitor"	"AFATINIB DIMALEATE"
"UTS2R"	"antagonist"	"TOLYACETYL-"
"GSK3A"	"inhibitor"	"AZD-1080"
"HTR1F"	"agonist"	"5-BODMT"
"HRH3"	"agonist"	"VUF 5207"
"MET"	"inhibitor"	"BPI-9016"
"PDE1A"	"activator"	"CALMODULIN"
"GPR119"	"agonist"	"PSN375963"
"KCNV1"	"blocker"	"GUANIDINE HYDROCHLORIDE"
"KCNA1"	"blocker"	"DALFAMPRIDINE"
"CHRM2"	"allosteric modulator"	"DIMETHYL-W84"
"NTRK3"	"inhibitor"	"GR-389988"
"GABRB1"	"positive modulator"	"CLONAZEPAM"
"SCN10A"	"blocker"	"MORICIZINE HYDROCHLORIDE"
"P2RY12"	"antagonist"	"COMPOUND 20O"
"PRKCG"	"inhibitor"	"SOTRASTAURIN"
"PIK3C2A"	"inhibitor"	"GDC-0941"
"GABRA2"	"allosteric modulator"	"TP003"
"CHRM1"	"agonist"	"ARECOLINE"
"SCN8A"	"blocker"	"TOPIRAMATE"
"BRS3"	"agonist"	"COMPOUND 17C"
"ITGB3"	"inhibitor"	"COMPOUND 7"
"ULK3"	"inhibitor"	"HESPERADIN"
"HTR3E"	"antagonist"	"RG3487"
"GRM5"	"allosteric modulator"	"MTEB"
"SCN3A"	"blocker"	"DISOPYRAMIDE PHOSPHATE"
"TUBA1B"	"inhibitor"	"VINCRISTINE SULFATE"
"LCK"	"inhibitor"	"COMPOUND 23"
"CCR2"	"antagonist"	"INCB8761"
"CHRNB2"	"antagonist"	"TC-2216"
"CHRM3"	"antagonist"	"IPRATROPIUM"
"CA7"	"inhibitor"	"DORZOLAMIDE"
"NOX4"	"inhibitor"	"COMPOUND 7C"
"PIK3C3"	"inhibitor"	"VPS34-IN-1"
"KCNG2"	"blocker"	"GUANIDINE HYDROCHLORIDE"
"HTR2A"	"antagonist"	"OLANZAPINE PAMOATE"
"TACR2"	"antagonist"	"OSANETANT"
"FLT4"	"inhibitor"	"CC-223"
"CD4"	"antibody"	"IBALIZUMAB"
"ACVRL1"	"inhibitor"	"PF-03446962"
"DRD3"	"agonist"	"APOMORPHINE"
"MAP3K20"	"inhibitor"	"COMPOUND 15B"
"SCN4A"	"blocker"	"MEPIVACAINE HYDROCHLORIDE"
"SLC6A3"	"inhibitor"	"LIAFENSINE"
"PIK3R3"	"inhibitor"	"GSK2636771"
"MMP12"	"inhibitor"	"COMPOUND 5 "
"TGFBR2"	"inhibitor"	"COMPOUND 13D"
"FAAH2"	"inhibitor"	"JNJ1661010"
"PIK3CB"	"inhibitor"	"PF-04691502"
"KDM5B"	"inhibitor"	"KDM5 INHIBITOR N71"
"PIK3CB"	"inhibitor"	"GDC-0941"
"GABRG1"	"positive modulator"	"TEMAZEPAM"
"KDR"	"inhibitor"	"KI-20227"
"TRPM2"	"activator"	"CA2+"
"ADRA1B"	"antagonist"	"RHO-TIA"
"SLC18A2"	"inhibitor"	"[125I]7-AZIDO-8-IODOKETANSERINE"
"CHRM2"	"allosteric modulator"	"KT 5823"
"SIRT2"	"inhibitor"	"COMPOUND 17"
"LCK"	"inhibitor"	"COMPOUND 7"
"GABRA4"	"positive modulator"	"SEVOFLURANE"
"PTGDR"	"agonist"	"PGF2Î‘"
"PIK3R3"	"inhibitor"	"Panulisib"
"SCN5A"	"blocker"	"PROCAINE HYDROCHLORIDE"
"GRM8"	"antagonist"	"DCG-IV"
"SCN9A"	"blocker"	"PF-05089771"
"GRM1"	"allosteric modulator"	"LY456236"
"MAP2K2"	"inhibitor"	"AZD8330"
"PIK3CG"	"inhibitor"	"PI-103"
"S1PR5"	"agonist"	"VPC03090-P"
"NPSR1"	"agonist"	"[CY5-LYS19]NPS"
"CYP2C18"	"inhibitor"	"COMPOUND 9"
"SCN1A"	"blocker"	"TETRACAINE HYDROCHLORIDE"
"TAAR1"	"agonist"	"Î’-PHENYLETHYLAMINE"
"PPARG"	"agonist"	"PIOGLITAZONE"
"GABRD"	"positive modulator"	"HALAZEPAM"
"AR"	"agonist"	"METHYLTRIENOLONE"
"HTR2A"	"agonist"	"LP-44"
"DRD2"	"agonist"	"COMPOUND 3"
"PIK3C2A"	"inhibitor"	"GDC-0980"
"JAK3"	"inhibitor"	"ILGINATINIB"
"SLC6A2"	"inhibitor"	"NORTRIPTYLINE"
"SERPINC1"	"activator"	"ARDEPARIN SODIUM"
"GABRG2"	"positive modulator"	"METHOHEXITAL SODIUM"
"CLK2"	"inhibitor"	"COMPOUND 20"
"PRKCE"	"activator"	"RASGRP ACTIVATOR 1"
"KCNH4"	"blocker"	"NERISPIRDINE"
"NMUR1"	"agonist"	"NEUROMEDIN S-33"
"MCHR1"	"agonist"	"[125I"
"MTNR1A"	"agonist"	"[125I]SD6"
"SSTR3"	"agonist"	"BIM 23068"
"GRM4"	"antagonist"	"LY341495"
"PIK3CG"	"inhibitor"	"BUPARLISIB HYDROCHLORIDE"
"TPP2"	"inhibitor"	"PEPTIDE 4"
"PTGS1"	"inhibitor"	"DICLOFENAC SODIUM"
"PDE4C"	"inhibitor"	"ROLIPRAM"
"PIK3CG"	"inhibitor"	"AMG319"
"APLNR"	"agonist"	"ELABELA/TODDLER-11"
"ESRRA"	"agonist"	"DAIDZEIN"
"ADORA1"	"partial agonist"	"Capadenoson"
"PLK1"	"inhibitor"	"GSK461364"
"CACNB1"	"modulator"	"PREGABALIN"
"GRM4"	"agonist"	"LSP4-2022"
"DRD2"	"antagonist"	"FLUPENTIXOL"
"DPP9"	"inhibitor"	"COMPOUND 24DD"
"PIK3CA"	"inhibitor"	"BUPARLISIB"
"TNFRSF10B"	"antibody"	"CONATUMUMAB"
"DRD5"	"agonist"	"(-)-SKF-82526"
"CHRNA3"	"blocker"	"A-867744"
"GRM5"	"allosteric modulator"	"COMPOUND 18"
"HRH1"	"agonist"	"2-PYRIDYLETHYLAMINE"
"CHRNA7"	"agonist"	"PNU-282987"
"LYN"	"inhibitor"	"ECF506"
"ARG2"	"inhibitor"	"2(S)-AMINO-6-BORONOHEXANOIC ACID"
"NPR1"	"antagonist"	"ANANTIN"
"GPR18"	"agonist"	"AM251"
"MAP2K2"	"inhibitor"	"RDEA119"
"LGR4"	"agonist"	"R-SPONDIN-1"
"HTR2A"	"antagonist"	"PALIPERIDONE PALMITATE"
"PIK3CA"	"inhibitor"	"RV6153"
"SCN1A"	"blocker"	"PRILOCAINE"
"CDK2"	"inhibitor"	"CDK4 INHIBITOR"
