"InteractorA"	"Relation"	"InteractorB"
"Rasagiline"	"SERPINB3"	"SQUAMOUS CELL CARCINOMA, HEAD AND NECK"
"Rasagiline"	"SERPINB3"	"LUNG CANCER"
"Rasagiline"	"MAPK8"	"HEPATOCELLULAR CARCINOMA"
"Rasagiline"	"MAPK8"	"PROSTATE CANCER"
"Rasagiline"	"MAPK8"	"LUNG CANCER"
"Rasagiline"	"MAPK8"	"PANCREATIC CANCER"
"Rasagiline"	"IL6"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Rasagiline"	"IL6"	"HEPATOCELLULAR CARCINOMA"
"Rasagiline"	"IL6"	"PANCREATIC CANCER"
"Rasagiline"	"HCCS"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Rasagiline"	"SRC"	"MELANOMA, UVEAL"
"Rasagiline"	"SRC"	"PANCREATIC CANCER"
"Rasagiline"	"AXIN1"	"HEPATOCELLULAR CARCINOMA"
"Rasagiline"	"AXIN1"	"LUNG CANCER"
"Natural Killer Cell"	"FBN2"	"HEPATOCELLULAR CARCINOMA"
"Etoposide"	"ATM"	"CHOANAL ATRESIA, POSTERIOR"
"Etoposide"	"ATM"	"PANCREATIC CANCER"
"Etoposide"	"MRC1"	"BLADDER CANCER"
"Etoposide"	"MRC1"	"PANCREATIC CANCER"
"Sirolimus"	"STK11"	"TUBEROUS SCLEROSIS 2"
"Sirolimus"	"STK11"	"CHOANAL ATRESIA, POSTERIOR"
"Sirolimus"	"STK11"	"OVARIAN CANCER"
"Sirolimus"	"MTOR"	"TUBEROUS SCLEROSIS 1"
"Sirolimus"	"MTOR"	"OVARIAN CANCER"
"Sirolimus"	"TSC1"	"TUBEROUS SCLEROSIS 1"
"Sirolimus"	"TSC1"	"LEUKEMIA, ACUTE MYELOID"
"Albumin human"	"CCN2"	"PANCREATIC CANCER"
"Albumin human"	"SMARCA2"	"PANCREATIC CANCER"
"Albumin human"	"TGFB1"	"CARONTE"
"Albumin human"	"TGFB1"	"PANCREATIC CANCER"
"Albumin human"	"HGF"	"CARONTE"
"Albumin human"	"HGF"	"PANCREATIC CANCER"
"Albumin human"	"IL6"	"CARONTE"
"Albumin human"	"IL6"	"PANCREATIC CANCER"
"Albumin human"	"HCCS"	"CARONTE"
"Filgrastim"	"TNF"	"CYSTIC FIBROSIS"
"Filgrastim"	"IL1B"	"CYSTIC FIBROSIS"
"Filgrastim"	"CD274"	"LUNG CANCER"
"Filgrastim"	"MAPK1"	"CYSTIC FIBROSIS"
"Filgrastim"	"PTGS2"	"CYSTIC FIBROSIS"
"Filgrastim"	"IL18"	"CYSTIC FIBROSIS"
"Filgrastim"	"IL10"	"CYSTIC FIBROSIS"
"Filgrastim"	"IL6"	"CYSTIC FIBROSIS"
"Insulin-like growth factor II"	"CDKN1A"	"COLORECTAL CANCER"
"Insulin-like growth factor II"	"CD44"	"COLORECTAL CANCER"
"Insulin-like growth factor II"	"PPARG"	"COLORECTAL CANCER"
"Insulin-like growth factor II"	"MYC"	"COLORECTAL CANCER"
"Regramostim"	"TNF"	"COLORECTAL CANCER"
"Regramostim"	"MUTYH"	"GASTRIC CANCER"
"Regramostim"	"KRAS"	"GASTRIC CANCER"
"Regramostim"	"ERBB2"	"GASTRIC CANCER"
"Regramostim"	"PTGS2"	"GASTRIC CANCER"
"Regramostim"	"VEGFA"	"GASTRIC CANCER"
"Regramostim"	"MYC"	"GASTRIC CANCER"
"Regramostim"	"BRAF"	"GASTRIC CANCER"
"Regramostim"	"BRAF"	"COLORECTAL CANCER"
"Basic Fibroblast Growth Factor"	"VEGFA"	"LUNG CANCER"
"Basic Fibroblast Growth Factor"	"VEGFA"	"GASTRIC CANCER"
"Basic Fibroblast Growth Factor"	"CCND1"	"LUNG CANCER"
"Basic Fibroblast Growth Factor"	"CCND1"	"NASOPHARYNGEAL CARCINOMA"
"Basic Fibroblast Growth Factor"	"MYC"	"LUNG CANCER"
"Basic Fibroblast Growth Factor"	"MYC"	"GASTRIC CANCER"
"Insulin pork"	"PDXP"	"COLORECTAL CANCER"
"Insulin pork"	"STAT3"	"COLORECTAL CANCER"
"Trastuzumab"	"ERBB2"	"LUNG CANCER"
"Oxaliplatin"	"TYMS"	"GASTRIC CANCER"
"Oxaliplatin"	"BRCA1"	"LUNG CANCER"
"MCC"	"MAPK1"	"PANCREATIC CANCER"
"MCC"	"SMAD4"	"PANCREATIC CANCER"
"Interferon Gamma"	"IL1B"	"COLORECTAL CANCER"
"Interferon Gamma"	"NFKB1"	"COLORECTAL CANCER"
"Interferon Gamma"	"IFNG"	"COLORECTAL CANCER"
"Interferon Gamma"	"CDKN2A"	"COLORECTAL CANCER"
"Interferon Gamma"	"IFNA1"	"COLORECTAL CANCER"
"Tantalum"	"H3P16"	"PROSTATE CANCER"
"Interferon Kappa"	"IFNG"	"COLORECTAL CANCER"
"Leptin"	"ITK"	"COLORECTAL CANCER"
"Celecoxib"	"PTGS2"	"COLORECTAL CANCER"
"Vitamin D3"	"TYMS"	"COLORECTAL CANCER"
"Vitamin D3"	"PVT1"	"LUNG CANCER"
"Vitamin D3"	"MTHFR"	"PROSTATE CANCER"
"Inosine"	"CA2"	"COLORECTAL CANCER"
"Inosine"	"IL22"	"GASTRIC CANCER"
"Inosine"	"STAT3"	"GASTRIC CANCER"
"Inosine"	"STAT3"	"COLORECTAL CANCER"
"Inosine"	"IL17A"	"COLORECTAL CANCER"
"Interleukin-10"	"CA2"	"COLORECTAL CANCER"
"Interleukin-10"	"TIMP1"	"GASTRIC CANCER"
"Interleukin-10"	"PIK3CA"	"GASTRIC CANCER"
"Interleukin-10"	"HMOX1"	"COLORECTAL CANCER"
"Interleukin-10"	"PTGS2"	"GASTRIC CANCER"
"Interleukin-10"	"PTGS2"	"COLORECTAL CANCER"
"Interleukin-10"	"STAT3"	"GASTRIC CANCER"
"Interleukin-10"	"MAPK8"	"GASTRIC CANCER"
"Interleukin-10"	"MAPK8"	"COLORECTAL CANCER"
"Interleukin-10"	"PDCD1"	"COLORECTAL CANCER"
"Rasagiline"	"MDM2"	"LUNG CANCER"
"Rasagiline"	"KRAS"	"LUNG CANCER"
"Rasagiline"	"KRAS"	"MISMATCH REPAIR CANCER SYNDROME"
"Rasagiline"	"CDKN1A"	"COLORECTAL CANCER"
"Rasagiline"	"CD44"	"COLORECTAL CANCER"
"Rasagiline"	"HMGB1"	"LUNG CANCER"
"Rasagiline"	"HMGB1"	"PANCREATIC CANCER"
"Rasagiline"	"ERBB2"	"LUNG CANCER"
"Rasagiline"	"RHOA"	"COLORECTAL CANCER"
"Rasagiline"	"PIK3CA"	"PANCREATIC CANCER"
"Rasagiline"	"PIK3CA"	"COLORECTAL CANCER"
"Rasagiline"	"TCF7L2"	"LUNG CANCER"
"Rasagiline"	"TCF7L2"	"PANCREATIC CANCER"
"Rasagiline"	"NRAS"	"LUNG CANCER"
"Rasagiline"	"VEGFA"	"LUNG CANCER"
"Rasagiline"	"VEGFA"	"PANCREATIC CANCER"
"Rasagiline"	"TP53"	"LUNG CANCER"
"Rasagiline"	"TP53"	"MISMATCH REPAIR CANCER SYNDROME"
"Rasagiline"	"MAPK1"	"LUNG CANCER"
"Rasagiline"	"AKT1"	"LUNG CANCER"
"Rasagiline"	"AKT1"	"PANCREATIC CANCER"
"Rasagiline"	"MYC"	"LUNG CANCER"
"Rasagiline"	"MYC"	"PANCREATIC CANCER"
"Rasagiline"	"MYC"	"COLORECTAL CANCER"
"Rasagiline"	"IL6"	"COLORECTAL CANCER"
"Rasagiline"	"SMAD4"	"LUNG CANCER"
"Rasagiline"	"ITK"	"COLORECTAL CANCER"
"Rasagiline"	"CD274"	"LUNG CANCER"
"Rasagiline"	"BRAF"	"LUNG CANCER"
"Rasagiline"	"BRAF"	"MISMATCH REPAIR CANCER SYNDROME"
"Rasagiline"	"MIR31"	"LUNG CANCER"
"Rasagiline"	"SIRT1"	"PANCREATIC CANCER"
"Rasagiline"	"MIR143"	"PANCREATIC CANCER"
"Rasagiline"	"MIR143"	"COLORECTAL CANCER"
"Ethanol"	"ITK"	"COLORECTAL CANCER"
"Myricetin"	"TCF7L2"	"BREAST CANCER"
"Cetuximab"	"CD44"	"COLORECTAL CANCER"
"Cetuximab"	"ERBB2"	"LUNG CANCER"
"Cetuximab"	"ERBB2"	"GASTRIC CANCER"
"Cetuximab"	"ERBB2"	"COLORECTAL CANCER"
"Cetuximab"	"PIK3CA"	"PANCREATIC CANCER"
"Cetuximab"	"HIF1A"	"PROSTATE CANCER"
"Cetuximab"	"VEGFA"	"LUNG CANCER"
"Cetuximab"	"VEGFA"	"PROSTATE CANCER"
"Cetuximab"	"VEGFA"	"PANCREATIC CANCER"
"Cetuximab"	"BCL2"	"LUNG CANCER"
"Cetuximab"	"BCL2"	"PROSTATE CANCER"
"Cetuximab"	"MYC"	"PROSTATE CANCER"
"Cetuximab"	"MYC"	"PANCREATIC CANCER"
"Cetuximab"	"MIR145"	"GASTRIC CANCER"
"Cetuximab"	"MIR145"	"PROSTATE CANCER"
"Cetuximab"	"MIR145"	"PANCREATIC CANCER"
"Cetuximab"	"FOXO3"	"LUNG CANCER"
"Cetuximab"	"FOXO3"	"GASTRIC CANCER"
"Cetuximab"	"FOXO3"	"PANCREATIC CANCER"
"Etoposide"	"MRC1"	"MISMATCH REPAIR CANCER SYNDROME"
"Rofecoxib"	"HCA1"	"COLORECTAL CANCER"
"Vitamin D"	"ACF"	"COLORECTAL CANCER"
"Calcium"	"ACF"	"COLORECTAL CANCER"
"Interferon alfa"	"PDCD1"	"MISMATCH REPAIR CANCER SYNDROME"
"Apigenin"	"PDXP"	"COLORECTAL CANCER"
"Fluorouracil"	"TYMS"	"PANCREATIC CANCER"
"Fluorouracil"	"MRC1"	"GASTRIC CANCER"
"Fluorouracil"	"MSH2"	"PANCREATIC CANCER"
"Fluorouracil"	"ITK"	"HEPATOCELLULAR CARCINOMA"
"Epigallocatechin"	"TP53"	"COLORECTAL CANCER"
"Epigallocatechin"	"TP53"	"BREAST CANCER"
"Epigallocatechin"	"TP53"	"NASOPHARYNGEAL CARCINOMA"
"Epigallocatechin"	"RNF43"	"COLORECTAL CANCER"
"Epigallocatechin"	"RNF43"	"BREAST CANCER"
"Trastuzumab"	"KRAS"	"BREAST CANCER"
"Trastuzumab"	"ERBB2"	"BREAST CANCER"
"MCC"	"TP53"	"BREAST CANCER"
"Rasagiline"	"TNFAIP8L2"	"COLORECTAL CANCER"
"Rasagiline"	"S100A8"	"COLORECTAL CANCER"
"Fluorouracil"	"GC"	"COLORECTAL CANCER"
"Fluorouracil"	"GC"	"HEPATOCELLULAR CARCINOMA"
"Curcumin"	"TERT"	"HEPATOCELLULAR CARCINOMA"
"Curcumin"	"FBN2"	"LUNG CANCER"
"Curcumin"	"HCCS"	"LUNG CANCER"
"Protein C"	"TNF"	"RHEUMATOID ARTHRITIS"
"Vitamin D3"	"HSPG2"	"HEPATOCELLULAR CARCINOMA"
"Inosine"	"HMGB1"	"HEPATOCELLULAR CARCINOMA"
"Inosine"	"MYD88"	"HEPATOCELLULAR CARCINOMA"
"Inosine"	"MET"	"HEPATOCELLULAR CARCINOMA"
"Inosine"	"PRRT2"	"HEPATOCELLULAR CARCINOMA"
"Inosine"	"MAPK1"	"HEPATOCELLULAR CARCINOMA"
"Inosine"	"CD40"	"HEPATOCELLULAR CARCINOMA"
"Inosine"	"ICAM1"	"HEPATOCELLULAR CARCINOMA"
"Inosine"	"SLC25A3"	"HEPATOCELLULAR CARCINOMA"
"Inosine"	"IL4"	"HEPATOCELLULAR CARCINOMA"
"Inosine"	"STAT3"	"HEPATOCELLULAR CARCINOMA"
"Inosine"	"IL18"	"HEPATOCELLULAR CARCINOMA"
"Insulin human"	"PPARA"	"OBESITY"
"Edodekin alfa"	"NLRP3"	"HEPATOCELLULAR CARCINOMA"
"Insulin beef"	"TNF"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Insulin beef"	"TNF"	"OBESITY"
"Insulin beef"	"TNF"	"HEPATOCELLULAR CARCINOMA"
"Insulin beef"	"SOAT1"	"OBESITY"
"Insulin beef"	"SHBG"	"BREAST CANCER"
"Insulin beef"	"SHBG"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Insulin beef"	"SOCS3"	"BREAST CANCER"
"Insulin beef"	"SOCS3"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Insulin beef"	"FOXO1"	"BREAST CANCER"
"Insulin beef"	"TCF7L2"	"BREAST CANCER"
"Insulin beef"	"NFKB1"	"BREAST CANCER"
"Insulin beef"	"NFKB1"	"OBESITY"
"Insulin beef"	"STK11"	"BREAST CANCER"
"Insulin beef"	"STK11"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Insulin beef"	"SERPINE1"	"BREAST CANCER"
"Insulin beef"	"APOB"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Insulin beef"	"MTOR"	"BREAST CANCER"
"Insulin beef"	"MTOR"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Insulin beef"	"MTOR"	"HEPATOCELLULAR CARCINOMA"
"Insulin beef"	"PTEN"	"BREAST CANCER"
"Insulin beef"	"PTEN"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Insulin beef"	"PPARG"	"OBESITY"
"Insulin beef"	"PPARG"	"TYPE 2 DIABETES MELLITUS"
"Insulin beef"	"PPARA"	"BREAST CANCER"
"Insulin beef"	"NR1H4"	"BREAST CANCER"
"Insulin beef"	"NR1H4"	"OBESITY"
"Insulin beef"	"NR1H4"	"HEPATOCELLULAR CARCINOMA"
"Insulin beef"	"PIK3CB"	"BREAST CANCER"
"Insulin beef"	"PRRT2"	"BREAST CANCER"
"Insulin beef"	"PRRT2"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Insulin beef"	"PRKAA1"	"BREAST CANCER"
"Insulin beef"	"MAPK1"	"BREAST CANCER"
"Insulin beef"	"AKT1"	"BREAST CANCER"
"Insulin beef"	"GLYAT"	"OBESITY"
"Insulin beef"	"LDLR"	"OBESITY"
"Insulin beef"	"FASN"	"BREAST CANCER"
"Insulin beef"	"STAT3"	"BREAST CANCER"
"Insulin beef"	"STAT3"	"OBESITY"
"Insulin beef"	"TRPC4AP"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Insulin beef"	"MAPK8"	"HEPATOCELLULAR CARCINOMA"
"Insulin beef"	"RETN"	"OBESITY"
"Insulin beef"	"IL6"	"OBESITY"
"Insulin beef"	"PPARGC1A"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Insulin beef"	"PPARGC1A"	"HEPATOCELLULAR CARCINOMA"
"Nepidermin"	"PTK2"	"PANCREATIC CANCER"
"Nepidermin"	"TGFB1"	"PANCREATIC CANCER"
"Nepidermin"	"MAPK1"	"PANCREATIC CANCER"
"Nepidermin"	"AKT1"	"HEPATOCELLULAR CARCINOMA"
"Nepidermin"	"HGF"	"PANCREATIC CANCER"
"Nepidermin"	"SETD2"	"PANCREATIC CANCER"
"Nepidermin"	"STAT3"	"PANCREATIC CANCER"
"Basic Fibroblast Growth Factor"	"MAPK8"	"HEPATOCELLULAR CARCINOMA"
"Cisplatin"	"HCCS"	"LUNG CANCER"
"Cisplatin"	"HCCS"	"HEPATOCELLULAR CARCINOMA"
"Fibrinogen human"	"CEBPB"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Fibrinogen human"	"CEBPB"	"OBESITY"
"Fibrinogen human"	"STAT3"	"OBESITY"
"Fibrinogen human"	"IL6"	"OBESITY"
"Interferon alfa"	"TNF"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interferon alfa"	"SOCS3"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interferon alfa"	"MIR122"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interferon alfa"	"MIR122"	"CHOLANGITIS, PRIMARY SCLEROSING"
"Interferon alfa"	"MIR122"	"LUNG CANCER"
"Interferon alfa"	"FASLG"	"HEPATOCELLULAR CARCINOMA"
"Interferon alfa"	"MIR221"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interferon alfa"	"VEGFA"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interferon alfa"	"VEGFA"	"LUNG CANCER"
"Interferon alfa"	"MAT1A"	"CARONTE"
"Interferon alfa"	"JUN"	"CARONTE"
"Interferon alfa"	"JUN"	"LUNG CANCER"
"Interferon alfa"	"JUN"	"HEPATOCELLULAR CARCINOMA"
"Interferon alfa"	"EGFR"	"LUNG CANCER"
"Interferon alfa"	"MMP2"	"HEPATOCELLULAR CARCINOMA"
"Interferon alfa"	"MMP9"	"HEPATOCELLULAR CARCINOMA"
"Interferon alfa"	"MET"	"LUNG CANCER"
"Interferon alfa"	"MET"	"MELANOMA, UVEAL"
"Interferon alfa"	"MAPK1"	"MELANOMA, UVEAL"
"Interferon alfa"	"XIAP"	"HEPATOCELLULAR CARCINOMA"
"Interferon alfa"	"FAS"	"HEPATOCELLULAR CARCINOMA"
"Interferon alfa"	"EZH2"	"LUNG CANCER"
"Interferon alfa"	"HGF"	"LUNG CANCER"
"Interferon alfa"	"HGF"	"MELANOMA, UVEAL"
"Interferon alfa"	"TNFSF10"	"HEPATOCELLULAR CARCINOMA"
"Interferon alfa"	"SETD2"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interferon alfa"	"SETD2"	"LUNG CANCER"
"Interferon alfa"	"STAT3"	"LUNG CANCER"
"Glucose"	"HNF4A"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Glucose"	"HNF4A"	"CARONTE"
"Hepatitis B Vaccine (Recombinant)"	"TNF"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Hepatitis B Vaccine (Recombinant)"	"PML"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Hepatitis B Vaccine (Recombinant)"	"MTOR"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Hepatitis B Vaccine (Recombinant)"	"MTOR"	"LUNG CANCER"
"Hepatitis B Vaccine (Recombinant)"	"TP53"	"LUNG CANCER"
"Hepatitis B Vaccine (Recombinant)"	"TP53"	"RETINOBLASTOMA"
"Hepatitis B Vaccine (Recombinant)"	"YY1"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Hepatitis B Vaccine (Recombinant)"	"STAT3"	"LUNG CANCER"
"Hepatitis B Vaccine (Recombinant)"	"IFNG"	"HEPATOCELLULAR CARCINOMA"
"Endostatin"	"AKT1"	"COLORECTAL CANCER"
"Endostatin"	"AKT1"	"HEPATOCELLULAR CARCINOMA"
"Endostatin"	"TNFSF10"	"COLORECTAL CANCER"
"Insulin-like growth factor II"	"TNF"	"HEPATOCELLULAR CARCINOMA"
"Insulin-like growth factor II"	"NFKB1"	"HEPATOCELLULAR CARCINOMA"
"Insulin-like growth factor II"	"HDAC9"	"HEPATOCELLULAR CARCINOMA"
"Insulin-like growth factor II"	"TP53"	"HEPATOCELLULAR CARCINOMA"
"Insulin-like growth factor II"	"KLF4"	"HEPATOCELLULAR CARCINOMA"
"Insulin-like growth factor II"	"TLR4"	"HEPATOCELLULAR CARCINOMA"
"Insulin-like growth factor II"	"RB1"	"HEPATOCELLULAR CARCINOMA"
"Insulin-like growth factor II"	"AKT1"	"HEPATOCELLULAR CARCINOMA"
"Insulin-like growth factor II"	"MAPK8"	"HEPATOCELLULAR CARCINOMA"
"Insulin-like growth factor II"	"IL6"	"HEPATOCELLULAR CARCINOMA"
"Insulin pork"	"TNF"	"OBESITY"
"Insulin pork"	"ESR1"	"HEPATOCELLULAR CARCINOMA"
"Insulin pork"	"FOXO1"	"OBESITY"
"Insulin pork"	"SERPINE1"	"OBESITY"
"Insulin pork"	"APOB"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Insulin pork"	"APOB"	"OBESITY"
"Insulin pork"	"IL1B"	"HEPATOCELLULAR CARCINOMA"
"Insulin pork"	"PPARG"	"HEPATOCELLULAR CARCINOMA"
"Insulin pork"	"ADAM17"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Insulin pork"	"PRRT2"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Insulin pork"	"AKT1"	"HEPATOCELLULAR CARCINOMA"
"Insulin pork"	"NELFE"	"OBESITY"
"Insulin pork"	"GLYAT"	"OBESITY"
"Insulin pork"	"FOS"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Insulin pork"	"FOS"	"OBESITY"
"Insulin pork"	"ICAM1"	"HEPATOCELLULAR CARCINOMA"
"Insulin pork"	"INSR"	"OBESITY"
"Insulin pork"	"STAT3"	"OBESITY"
"Insulin pork"	"ANGPTL3"	"OBESITY"
"Insulin pork"	"IL6"	"OBESITY"
"Interferon Kappa"	"TNF"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interferon Kappa"	"MIR122"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interferon Kappa"	"IL22"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interferon Kappa"	"TLR4"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interferon Kappa"	"TLR4"	"HEPATOCELLULAR CARCINOMA"
"Interferon Kappa"	"PRRT2"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interleukin-10"	"IL22"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interleukin-10"	"MOK"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interleukin-10"	"IL1B"	"HEPATOCELLULAR CARCINOMA"
"Interleukin-10"	"CD274"	"BILIARY CIRRHOSIS, PRIMARY, 1"
"Interleukin-10"	"NLRP3"	"HEPATOCELLULAR CARCINOMA"
"Interleukin-10"	"TGFB1"	"BILIARY CIRRHOSIS, PRIMARY, 1"
"Interleukin-10"	"IL6"	"HEPATOCELLULAR CARCINOMA"
"Bortezomib"	"HSPG2"	"HEPATOCELLULAR CARCINOMA"
"Fibronectin"	"EGFR"	"HEPATOCELLULAR CARCINOMA"
"Fibronectin"	"CCND1"	"HEPATOCELLULAR CARCINOMA"
"Fibronectin"	"STAT3"	"HEPATOCELLULAR CARCINOMA"
"Ethanol"	"SHBG"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Ethanol"	"NFKB1"	"OBESITY"
"Oprelvekin"	"IL6"	"HEPATOCELLULAR CARCINOMA"
"Interferon Gamma"	"TNF"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interferon Gamma"	"TNF"	"OBESITY"
"Interferon Gamma"	"SOAT1"	"OBESITY"
"Interferon Gamma"	"IL22"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interferon Gamma"	"MIR144"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interferon Gamma"	"NFKB1"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interferon Gamma"	"NFKB1"	"OBESITY"
"Interferon Gamma"	"NFKB1"	"CARONTE"
"Interferon Gamma"	"CYP2E1"	"COLORECTAL CANCER"
"Interferon Gamma"	"CYP2E1"	"HEPATOCELLULAR CARCINOMA"
"Interferon Gamma"	"IL1B"	"LEUKEMIA, ACUTE MYELOID"
"Interferon Gamma"	"IFNA1"	"HEPATOCELLULAR CARCINOMA"
"Interferon Gamma"	"TLR4"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interferon Gamma"	"TLR4"	"COLORECTAL CANCER"
"Interferon Gamma"	"TLR4"	"HEPATOCELLULAR CARCINOMA"
"Interferon Gamma"	"MAPK14"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interferon Gamma"	"SETD2"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interferon Gamma"	"SETD2"	"COLORECTAL CANCER"
"Interferon Gamma"	"SETD2"	"HEPATOCELLULAR CARCINOMA"
"Interferon Gamma"	"ICAM1"	"HEPATOCELLULAR CARCINOMA"
"Interferon Gamma"	"STAT3"	"OBESITY"
"Interferon Gamma"	"STAT3"	"LEUKEMIA, ACUTE MYELOID"
"Interferon Gamma"	"IL6"	"OBESITY"
"Interferon Gamma"	"HCCS"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interferon Gamma"	"GAS5"	"LEUKEMIA, ACUTE MYELOID"
"Leptin"	"SOAT1"	"OBESITY"
"Leptin"	"SOAT1"	"HEPATOCELLULAR CARCINOMA"
"Leptin"	"SOCS3"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Leptin"	"SOCS3"	"OBESITY"
"Leptin"	"PCK2"	"HEPATOCELLULAR CARCINOMA"
"Leptin"	"CPT1A"	"OBESITY"
"Leptin"	"C1QTNF3"	"OBESITY"
"Leptin"	"PRKAA1"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Leptin"	"FGF21"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Leptin"	"FGF21"	"OBESITY"
"Leptin"	"FASN"	"HEPATOCELLULAR CARCINOMA"
"Leptin"	"STAT3"	"OBESITY"
"Somatotropin"	"NLRP3"	"HEPATOCELLULAR CARCINOMA"
"Somatotropin"	"STAT5A"	"HEPATOCELLULAR CARCINOMA"
"Rasagiline"	"MIR122"	"GASTRIC CANCER"
"Rasagiline"	"MIR122"	"LUNG CANCER"
"Rasagiline"	"MIR122"	"PANCREATIC CANCER"
"Rasagiline"	"CCND1"	"COLORECTAL CANCER"
"Rasagiline"	"CCND1"	"HEPATOCELLULAR CARCINOMA"
"Rasagiline"	"MAPK1"	"GASTRIC CANCER"
"Rasagiline"	"SMAD4"	"GASTRIC CANCER"
"Rasagiline"	"SMAD4"	"PANCREATIC CANCER"
"Rasagiline"	"FBN2"	"LUNG CANCER"
"Rasagiline"	"MYC"	"GASTRIC CANCER"
"Rasagiline"	"MYC"	"RETINOBLASTOMA"
"Rasagiline"	"HCCS"	"LUNG CANCER"
"Zinc"	"SLC25A3"	"HEPATOCELLULAR CARCINOMA"
"Albumin human"	"NLRP3"	"HEPATOCELLULAR CARCINOMA"
"Albumin human"	"CEBPB"	"OBESITY"
"Albumin human"	"GPT"	"OBESITY"
"Albumin human"	"GPT"	"HEPATOCELLULAR CARCINOMA"
"Gefitinib"	"PIK3CA"	"BREAST CANCER"
"Gefitinib"	"ATM"	"SQUAMOUS CELL CARCINOMA, HEAD AND NECK"
"Gefitinib"	"SERPINB3"	"SQUAMOUS CELL CARCINOMA, HEAD AND NECK"
"Gefitinib"	"SERPINB3"	"LUNG CANCER"
"Gefitinib"	"SCLC1"	"CARONTE"
"Regramostim"	"MMP9"	"COLORECTAL CANCER"
"Regramostim"	"MMP9"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"MMP9"	"HEPATOCELLULAR CARCINOMA"
"Regramostim"	"MMP9"	"LUNG CANCER"
"Regramostim"	"PTGS2"	"HEPATOCELLULAR CARCINOMA"
"Regramostim"	"CXCL8"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"IFNG"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"MAPK8"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"MAPK8"	"HEPATOCELLULAR CARCINOMA"
"Regramostim"	"MAPK8"	"LUNG CANCER"
"Regramostim"	"IL6"	"COLORECTAL CANCER"
